"V1","V3","V4"
"GO:0097119","postsynaptic density protein 95 clustering","GO:0008150","biological process"
"GO:0099560","synaptic membrane adhesion","GO:0008150","biological process"
"GO:0006584","catecholamine metabolic process","GO:0008150","biological process"
"GO:0060463","lung lobe morphogenesis","GO:0008150","biological process"
"GO:0060736","prostate gland growth","GO:0008150","biological process"
"GO:0050974","detection of mechanical stimulus involved in sensory perception","GO:0008150","biological process"
"GO:0060527","prostate epithelial cord arborization involved in prostate glandular acinus morphogenesis","GO:0008150","biological process"
"GO:1990048","anterograde neuronal dense core vesicle transport","GO:0008150","biological process"
"GO:0010273","detoxification of copper ion","GO:0008150","biological process"
"GO:0050915","sensory perception of sour taste","GO:0008150","biological process"
"GO:0003161","cardiac conduction system development","GO:0008150","biological process"
"GO:0086005","ventricular cardiac muscle cell action potential","GO:0008150","biological process"
"GO:0086015","SA node cell action potential","GO:0008150","biological process"
"GO:0032414","positive regulation of ion transmembrane transporter activity","GO:0008150","biological process"
"GO:0019884","antigen processing and presentation of exogenous antigen","GO:0008150","biological process"
"GO:0003211","cardiac ventricle formation","GO:0008150","biological process"
"GO:0072102","glomerulus morphogenesis","GO:0008150","biological process"
"GO:0003310","pancreatic A cell differentiation","GO:0008150","biological process"
"GO:0021544","subpallium development","GO:0008150","biological process"
"GO:0003081","regulation of systemic arterial blood pressure by renin-angiotensin","GO:0008150","biological process"
"GO:0038065","collagen-activated signaling pathway","GO:0008150","biological process"
"GO:0010815","bradykinin catabolic process","GO:0008150","biological process"
"GO:0000183","chromatin silencing at rDNA","GO:0008150","biological process"
"GO:0022414","reproductive process","GO:0008150","biological process"
"GO:0035655","interleukin-18-mediated signaling pathway","GO:0008150","biological process"
"GO:0010818","T cell chemotaxis","GO:0008150","biological process"
"GO:0034384","high-density lipoprotein particle clearance","GO:0008150","biological process"
"GO:0003357","noradrenergic neuron differentiation","GO:0008150","biological process"
"GO:0097066","response to thyroid hormone","GO:0008150","biological process"
"GO:0010888","negative regulation of lipid storage","GO:0008150","biological process"
"GO:0071396","cellular response to lipid","GO:0008150","biological process"
"GO:0060571","morphogenesis of an epithelial fold","GO:0008150","biological process"
"GO:0070141","response to UV-A","GO:0008150","biological process"
"GO:0033151","V(D)J recombination","GO:0008150","biological process"
"GO:0060708","spongiotrophoblast differentiation","GO:0008150","biological process"
"GO:0060028","convergent extension involved in axis elongation","GO:0008150","biological process"
"GO:0048539","bone marrow development","GO:0008150","biological process"
"GO:0043648","dicarboxylic acid metabolic process","GO:0008150","biological process"
"GO:0000055","ribosomal large subunit export from nucleus","GO:0008150","biological process"
"GO:0032497","detection of lipopolysaccharide","GO:0008150","biological process"
"GO:1905867","epididymis development","GO:0008150","biological process"
"GO:0048845","venous blood vessel morphogenesis","GO:0008150","biological process"
"GO:1901841","regulation of high voltage-gated calcium channel activity","GO:0008150","biological process"
"GO:0061156","pulmonary artery morphogenesis","GO:0008150","biological process"
"GO:0061073","ciliary body morphogenesis","GO:0008150","biological process"
"GO:0045792","negative regulation of cell size","GO:0008150","biological process"
"GO:0140052","cellular response to oxidised low-density lipoprotein particle stimulus","GO:0008150","biological process"
"GO:0060438","trachea development","GO:0008150","biological process"
"GO:0038156","interleukin-3-mediated signaling pathway","GO:0008150","biological process"
"GO:0007603","phototransduction, visible light","GO:0008150","biological process"
"GO:0097187","dentinogenesis","GO:0008150","biological process"
"GO:0001714","endodermal cell fate specification","GO:0008150","biological process"
"GO:0001826","inner cell mass cell differentiation","GO:0008150","biological process"
"GO:0098909","regulation of cardiac muscle cell action potential involved in regulation of contraction","GO:0008150","biological process"
"GO:0003157","endocardium development","GO:0008150","biological process"
"GO:0035995","detection of muscle stretch","GO:0008150","biological process"
"GO:0060742","epithelial cell differentiation involved in prostate gland development","GO:0008150","biological process"
"GO:0043584","nose development","GO:0008150","biological process"
"GO:0016557","peroxisome membrane biogenesis","GO:0008150","biological process"
"GO:0001865","NK T cell differentiation","GO:0008150","biological process"
"GO:0034316","negative regulation of Arp2/3 complex-mediated actin nucleation","GO:0008150","biological process"
"GO:1905232","cellular response to L-glutamate","GO:0008150","biological process"
"GO:0042758","long-chain fatty acid catabolic process","GO:0008150","biological process"
"GO:0043697","cell dedifferentiation","GO:0008150","biological process"
"GO:0021759","globus pallidus development","GO:0008150","biological process"
"GO:2000574","regulation of microtubule motor activity","GO:0008150","biological process"
"GO:0034315","regulation of Arp2/3 complex-mediated actin nucleation","GO:0008150","biological process"
"GO:0060528","secretory columnal luminar epithelial cell differentiation involved in prostate glandular acinus development","GO:0008150","biological process"
"GO:0060948","cardiac vascular smooth muscle cell development","GO:0008150","biological process"
"GO:0055009","atrial cardiac muscle tissue morphogenesis","GO:0008150","biological process"
"GO:1900264","positive regulation of DNA-directed DNA polymerase activity","GO:0008150","biological process"
"GO:0070307","lens fiber cell development","GO:0008150","biological process"
"GO:0061072","iris morphogenesis","GO:0008150","biological process"
"GO:0031584","activation of phospholipase D activity","GO:0008150","biological process"
"GO:0048002","antigen processing and presentation of peptide antigen","GO:0008150","biological process"
"GO:0032623","interleukin-2 production","GO:0008150","biological process"
"GO:0060743","epithelial cell maturation involved in prostate gland development","GO:0008150","biological process"
"GO:0086016","AV node cell action potential","GO:0008150","biological process"
"GO:0086046","membrane depolarization during SA node cell action potential","GO:0008150","biological process"
"GO:0019230","proprioception","GO:0008150","biological process"
"GO:0042135","neurotransmitter catabolic process","GO:0008150","biological process"
"GO:0051005","negative regulation of lipoprotein lipase activity","GO:0008150","biological process"
"GO:0046651","lymphocyte proliferation","GO:0008150","biological process"
"GO:0001780","neutrophil homeostasis","GO:0008150","biological process"
"GO:0006555","methionine metabolic process","GO:0008150","biological process"
"GO:0014028","notochord formation","GO:0008150","biological process"
"GO:0055070","copper ion homeostasis","GO:0008150","biological process"
"GO:0003012","muscle system process","GO:0008150","biological process"
"GO:0090400","stress-induced premature senescence","GO:0008150","biological process"
"GO:0010883","regulation of lipid storage","GO:0008150","biological process"
"GO:0061303","cornea development in camera-type eye","GO:0008150","biological process"
"GO:0071225","cellular response to muramyl dipeptide","GO:0008150","biological process"
"GO:0002573","myeloid leukocyte differentiation","GO:0008150","biological process"
"GO:0000056","ribosomal small subunit export from nucleus","GO:0008150","biological process"
"GO:0051661","maintenance of centrosome location","GO:0008150","biological process"
"GO:0035166","post-embryonic hemopoiesis","GO:0008150","biological process"
"GO:0031077","post-embryonic camera-type eye development","GO:0008150","biological process"
"GO:0019509","L-methionine salvage from methylthioadenosine","GO:0008150","biological process"
"GO:0006949","syncytium formation","GO:0008150","biological process"
"GO:0000423","mitophagy","GO:0008150","biological process"
"GO:0098780","response to mitochondrial depolarisation","GO:0008150","biological process"
"GO:0072429","response to intra-S DNA damage checkpoint signaling","GO:0008150","biological process"
"GO:0034201","response to oleic acid","GO:0008150","biological process"
"GO:0006166","purine ribonucleoside salvage","GO:0008150","biological process"
"GO:0016321","female meiosis chromosome segregation","GO:0008150","biological process"
"GO:0006903","vesicle targeting","GO:0008150","biological process"
"GO:0060442","branching involved in prostate gland morphogenesis","GO:0008150","biological process"
"GO:1990928","response to amino acid starvation","GO:0008150","biological process"
"GO:0072178","nephric duct morphogenesis","GO:0008150","biological process"
"GO:1901842","negative regulation of high voltage-gated calcium channel activity","GO:0008150","biological process"
"GO:0034382","chylomicron remnant clearance","GO:0008150","biological process"
"GO:0060486","Clara cell differentiation","GO:0008150","biological process"
"GO:0072137","condensed mesenchymal cell proliferation","GO:0008150","biological process"
"GO:0097327","response to antineoplastic agent","GO:0008150","biological process"
"GO:0006069","ethanol oxidation","GO:0008150","biological process"
"GO:0043570","maintenance of DNA repeat elements","GO:0008152","metabolic process"
"GO:0006672","ceramide metabolic process","GO:0008152","metabolic process"
"GO:0030148","sphingolipid biosynthetic process","GO:0008152","metabolic process"
"GO:0046512","sphingosine biosynthetic process","GO:0008152","metabolic process"
"GO:0006665","sphingolipid metabolic process","GO:0008152","metabolic process"
"GO:0006352","DNA-templated transcription, initiation","GO:0008152","metabolic process"
"GO:0019432","triglyceride biosynthetic process","GO:0008152","metabolic process"
"GO:0042572","retinol metabolic process","GO:0008152","metabolic process"
"GO:0046486","glycerolipid metabolic process","GO:0008152","metabolic process"
"GO:0046339","diacylglycerol metabolic process","GO:0008152","metabolic process"
"GO:0006259","DNA metabolic process","GO:0008152","metabolic process"
"GO:0006464","cellular protein modification process","GO:0008152","metabolic process"
"GO:0009311","oligosaccharide metabolic process","GO:0008152","metabolic process"
"GO:0006664","glycolipid metabolic process","GO:0008152","metabolic process"
"GO:0042158","lipoprotein biosynthetic process","GO:0008152","metabolic process"
"GO:0034435","cholesterol esterification","GO:0008152","metabolic process"
"GO:0019433","triglyceride catabolic process","GO:0008152","metabolic process"
"GO:0038083","peptidyl-tyrosine autophosphorylation","GO:0008152","metabolic process"
"GO:0043171","peptide catabolic process","GO:0008152","metabolic process"
"GO:0006518","peptide metabolic process","GO:0008152","metabolic process"
"GO:0030070","insulin processing","GO:0008152","metabolic process"
"GO:0023014","signal transduction by protein phosphorylation","GO:0008152","metabolic process"
"GO:0030163","protein catabolic process","GO:0008152","metabolic process"
"GO:0006749","glutathione metabolic process","GO:0008152","metabolic process"
"GO:0018916","nitrobenzene metabolic process","GO:0008152","metabolic process"
"GO:0035694","mitochondrial protein catabolic process","GO:0008152","metabolic process"
"GO:0006024","glycosaminoglycan biosynthetic process","GO:0008152","metabolic process"
"GO:0008610","lipid biosynthetic process","GO:0008152","metabolic process"
"GO:0016126","sterol biosynthetic process","GO:0008152","metabolic process"
"GO:0006414","translational elongation","GO:0008152","metabolic process"
"GO:0007260","tyrosine phosphorylation of STAT protein","GO:0008152","metabolic process"
"GO:0016573","histone acetylation","GO:0008152","metabolic process"
"GO:0016570","histone modification","GO:0008152","metabolic process"
"GO:0070988","demethylation","GO:0008152","metabolic process"
"GO:0050435","amyloid-beta metabolic process","GO:0008152","metabolic process"
"GO:0042446","hormone biosynthetic process","GO:0008152","metabolic process"
"GO:0010498","proteasomal protein catabolic process","GO:0008152","metabolic process"
"GO:0007254","JNK cascade","GO:0008152","metabolic process"
"GO:0016572","histone phosphorylation","GO:0008152","metabolic process"
"GO:0070914","UV-damage excision repair","GO:0008152","metabolic process"
"GO:0008299","isoprenoid biosynthetic process","GO:0008152","metabolic process"
"GO:0016578","histone deubiquitination","GO:0008152","metabolic process"
"GO:0070537","histone H2A K63-linked deubiquitination","GO:0008152","metabolic process"
"GO:0006265","DNA topological change","GO:0008152","metabolic process"
"GO:0009313","oligosaccharide catabolic process","GO:0008152","metabolic process"
"GO:0006687","glycosphingolipid metabolic process","GO:0008152","metabolic process"
"GO:0006689","ganglioside catabolic process","GO:0008152","metabolic process"
"GO:0044267","cellular protein metabolic process","GO:0008152","metabolic process"
"GO:0000723","telomere maintenance","GO:0008152","metabolic process"
"GO:0005977","glycogen metabolic process","GO:0008152","metabolic process"
"GO:0002084","protein depalmitoylation","GO:0008152","metabolic process"
"GO:0006071","glycerol metabolic process","GO:0008152","metabolic process"
"GO:0002024","diet induced thermogenesis","GO:0008152","metabolic process"
"GO:0008209","androgen metabolic process","GO:0008152","metabolic process"
"GO:0006094","gluconeogenesis","GO:0008152","metabolic process"
"GO:0042574","retinal metabolic process","GO:0008152","metabolic process"
"GO:0006662","glycerol ether metabolic process","GO:0008152","metabolic process"
"GO:0019941","modification-dependent protein catabolic process","GO:0008152","metabolic process"
"GO:0031848","protection from non-homologous end joining at telomere","GO:0008152","metabolic process"
"GO:0006641","triglyceride metabolic process","GO:0008152","metabolic process"
"GO:0045730","respiratory burst","GO:0008152","metabolic process"
"GO:0009404","toxin metabolic process","GO:0008152","metabolic process"
"GO:0008210","estrogen metabolic process","GO:0008152","metabolic process"
"GO:0006517","protein deglycosylation","GO:0008152","metabolic process"
"GO:0009100","glycoprotein metabolic process","GO:0008152","metabolic process"
"GO:0032801","receptor catabolic process","GO:0008152","metabolic process"
"GO:0030214","hyaluronan catabolic process","GO:0008152","metabolic process"
"GO:0006670","sphingosine metabolic process","GO:0008152","metabolic process"
"GO:0016125","sterol metabolic process","GO:0008152","metabolic process"
"GO:0034653","retinoic acid catabolic process","GO:0008152","metabolic process"
"GO:0044255","cellular lipid metabolic process","GO:0008152","metabolic process"
"GO:0005978","glycogen biosynthetic process","GO:0008152","metabolic process"
"GO:0006491","N-glycan processing","GO:0008152","metabolic process"
"GO:0042573","retinoic acid metabolic process","GO:0008152","metabolic process"
"GO:0005980","glycogen catabolic process","GO:0008152","metabolic process"
"GO:0030210","heparin biosynthetic process","GO:0008152","metabolic process"
"GO:0008206","bile acid metabolic process","GO:0008152","metabolic process"
"GO:0032963","collagen metabolic process","GO:0008152","metabolic process"
"GO:0009247","glycolipid biosynthetic process","GO:0008152","metabolic process"
"GO:0044804","autophagy of nucleus","GO:0008152","metabolic process"
"GO:0016486","peptide hormone processing","GO:0008152","metabolic process"
"GO:0043043","peptide biosynthetic process","GO:0008152","metabolic process"
"GO:0006465","signal peptide processing","GO:0008152","metabolic process"
"GO:0009058","biosynthetic process","GO:0008152","metabolic process"
"GO:0042359","vitamin D metabolic process","GO:0008152","metabolic process"
"GO:0000722","telomere maintenance via recombination","GO:0008152","metabolic process"
"GO:0098792","xenophagy","GO:0008152","metabolic process"
"GO:0006013","mannose metabolic process","GO:0008152","metabolic process"
"GO:0006012","galactose metabolic process","GO:0008152","metabolic process"
"GO:0006032","chitin catabolic process","GO:0008152","metabolic process"
"GO:0006651","diacylglycerol biosynthetic process","GO:0008152","metabolic process"
"GO:0006751","glutathione catabolic process","GO:0008152","metabolic process"
"GO:0006750","glutathione biosynthetic process","GO:0008152","metabolic process"
"GO:0019852","L-ascorbic acid metabolic process","GO:0008152","metabolic process"
"GO:0006029","proteoglycan metabolic process","GO:0008152","metabolic process"
"GO:0016101","diterpenoid metabolic process","GO:0008152","metabolic process"
"GO:0036065","fucosylation","GO:0008152","metabolic process"
"GO:0030259","lipid glycosylation","GO:0008152","metabolic process"
"GO:0019538","protein metabolic process","GO:0008152","metabolic process"
"GO:0006516","glycoprotein catabolic process","GO:0008152","metabolic process"
"GO:0044257","cellular protein catabolic process","GO:0008152","metabolic process"
"GO:0000733","DNA strand renaturation","GO:0008152","metabolic process"
"GO:0030213","hyaluronan biosynthetic process","GO:0008152","metabolic process"
"GO:0033499","galactose catabolic process via UDP-galactose","GO:0008152","metabolic process"
"GO:0008207","C21-steroid hormone metabolic process","GO:0008152","metabolic process"
"GO:0051403","stress-activated MAPK cascade","GO:0008152","metabolic process"
"GO:0016051","carbohydrate biosynthetic process","GO:0008152","metabolic process"
"GO:0009056","catabolic process","GO:0008152","metabolic process"
"GO:0030311","poly-N-acetyllactosamine biosynthetic process","GO:0008152","metabolic process"
"GO:0006346","methylation-dependent chromatin silencing","GO:0008152","metabolic process"
"GO:0008211","glucocorticoid metabolic process","GO:0008152","metabolic process"
"GO:0016576","histone dephosphorylation","GO:0008152","metabolic process"
"GO:0020027","hemoglobin metabolic process","GO:0008152","metabolic process"
"GO:0035511","oxidative DNA demethylation","GO:0008152","metabolic process"
"GO:0006027","glycosaminoglycan catabolic process","GO:0008152","metabolic process"
"GO:0000729","DNA double-strand break processing","GO:0008152","metabolic process"
"GO:0030206","chondroitin sulfate biosynthetic process","GO:0008152","metabolic process"
"GO:0019348","dolichol metabolic process","GO:0008152","metabolic process"
"GO:0097502","mannosylation","GO:0008152","metabolic process"
"GO:0016236","macroautophagy","GO:0008152","metabolic process"
"GO:0018158","protein oxidation","GO:0008152","metabolic process"
"GO:0009235","cobalamin metabolic process","GO:0008152","metabolic process"
"GO:0006596","polyamine biosynthetic process","GO:0008152","metabolic process"
"GO:0046513","ceramide biosynthetic process","GO:0008152","metabolic process"
"GO:0006642","triglyceride mobilization","GO:0008152","metabolic process"
"GO:0016052","carbohydrate catabolic process","GO:0008152","metabolic process"
"GO:0006000","fructose metabolic process","GO:0008152","metabolic process"
"GO:0009101","glycoprotein biosynthetic process","GO:0008152","metabolic process"
"GO:0009299","mRNA transcription","GO:0008152","metabolic process"
"GO:0006353","DNA-templated transcription, termination","GO:0008152","metabolic process"
"GO:0036289","peptidyl-serine autophosphorylation","GO:0008152","metabolic process"
"GO:0046464","acylglycerol catabolic process","GO:0008152","metabolic process"
"GO:0042541","hemoglobin biosynthetic process","GO:0008152","metabolic process"
"GO:0043504","mitochondrial DNA repair","GO:0008152","metabolic process"
"GO:0042976","activation of Janus kinase activity","GO:0008152","metabolic process"
"GO:0000012","single strand break repair","GO:0008152","metabolic process"
"GO:0042159","lipoprotein catabolic process","GO:0008152","metabolic process"
"GO:0046449","creatinine metabolic process","GO:0008152","metabolic process"
"GO:0006682","galactosylceramide biosynthetic process","GO:0008152","metabolic process"
"GO:0009312","oligosaccharide biosynthetic process","GO:0008152","metabolic process"
"GO:0044242","cellular lipid catabolic process","GO:0008152","metabolic process"
"GO:0006004","fucose metabolic process","GO:0008152","metabolic process"
"GO:0008295","spermidine biosynthetic process","GO:0008152","metabolic process"
"GO:0006308","DNA catabolic process","GO:0008152","metabolic process"
"GO:0009812","flavonoid metabolic process","GO:0008152","metabolic process"
"GO:0032964","collagen biosynthetic process","GO:0008152","metabolic process"
"GO:0000050","urea cycle","GO:0008152","metabolic process"
"GO:0035973","aggrephagy","GO:0008152","metabolic process"
"GO:0030242","autophagy of peroxisome","GO:0008152","metabolic process"
"GO:0030574","collagen catabolic process","GO:0008152","metabolic process"
"GO:0006975","DNA damage induced protein phosphorylation","GO:0008152","metabolic process"
"GO:0006569","tryptophan catabolic process","GO:0008152","metabolic process"
"GO:0019563","glycerol catabolic process","GO:0008152","metabolic process"
"GO:0006595","polyamine metabolic process","GO:0008152","metabolic process"
"GO:0007220","Notch receptor processing","GO:0008152","metabolic process"
"GO:0000737","DNA catabolic process, endonucleolytic","GO:0008152","metabolic process"
"GO:0033014","tetrapyrrole biosynthetic process","GO:0008152","metabolic process"
"GO:0009308","amine metabolic process","GO:0008152","metabolic process"
"GO:0038066","p38MAPK cascade","GO:0008152","metabolic process"
"GO:0008611","ether lipid biosynthetic process","GO:0008152","metabolic process"
"GO:1990845","adaptive thermogenesis","GO:0008152","metabolic process"
"GO:0052695","cellular glucuronidation","GO:0008152","metabolic process"
"GO:0001574","ganglioside biosynthetic process","GO:0008152","metabolic process"
"GO:0001523","retinoid metabolic process","GO:0008152","metabolic process"
"GO:0071704","organic substance metabolic process","GO:0008152","metabolic process"
"GO:0046208","spermine catabolic process","GO:0008152","metabolic process"
"GO:0006776","vitamin A metabolic process","GO:0008152","metabolic process"
"GO:0002138","retinoic acid biosynthetic process","GO:0008152","metabolic process"
"GO:0019441","tryptophan catabolic process to kynurenine","GO:0008152","metabolic process"
"GO:0042904","9-cis-retinoic acid biosynthetic process","GO:0008152","metabolic process"
"GO:0035552","oxidative single-stranded DNA demethylation","GO:0008152","metabolic process"
"GO:0006269","DNA replication, synthesis of RNA primer","GO:0008152","metabolic process"
"GO:0036414","histone citrullination","GO:0008152","metabolic process"
"GO:0052696","flavonoid glucuronidation","GO:0008152","metabolic process"
"GO:0070269","pyroptosis","GO:0009987","cellular process"
"GO:0051085","chaperone cofactor-dependent protein refolding","GO:0009987","cellular process"
"GO:0047497","mitochondrion transport along microtubule","GO:0009987","cellular process"
"GO:0043320","natural killer cell degranulation","GO:0009987","cellular process"
"GO:0002042","cell migration involved in sprouting angiogenesis","GO:0009987","cellular process"
"GO:0008354","germ cell migration","GO:0009987","cellular process"
"GO:0042113","B cell activation","GO:0009987","cellular process"
"GO:0007100","mitotic centrosome separation","GO:0009987","cellular process"
"GO:0010458","exit from mitosis","GO:0009987","cellular process"
"GO:0019835","cytolysis","GO:0009987","cellular process"
"GO:0006904","vesicle docking involved in exocytosis","GO:0009987","cellular process"
"GO:0016081","synaptic vesicle docking","GO:0009987","cellular process"
"GO:0048278","vesicle docking","GO:0009987","cellular process"
"GO:0007274","neuromuscular synaptic transmission","GO:0009987","cellular process"
"GO:0042098","T cell proliferation","GO:0009987","cellular process"
"GO:0021942","radial glia guided migration of Purkinje cell","GO:0009987","cellular process"
"GO:0051754","meiotic sister chromatid cohesion, centromeric","GO:0009987","cellular process"
"GO:0000281","mitotic cytokinesis","GO:0009987","cellular process"
"GO:0036089","cleavage furrow formation","GO:0009987","cellular process"
"GO:0001774","microglial cell activation","GO:0009987","cellular process"
"GO:0042110","T cell activation","GO:0009987","cellular process"
"GO:0043011","myeloid dendritic cell differentiation","GO:0009987","cellular process"
"GO:0045064","T-helper 2 cell differentiation","GO:0009987","cellular process"
"GO:0010457","centriole-centriole cohesion","GO:0009987","cellular process"
"GO:0061077","chaperone-mediated protein folding","GO:0009987","cellular process"
"GO:0007023","post-chaperonin tubulin folding pathway","GO:0009987","cellular process"
"GO:0051402","neuron apoptotic process","GO:0009987","cellular process"
"GO:0010659","cardiac muscle cell apoptotic process","GO:0009987","cellular process"
"GO:0048102","autophagic cell death","GO:0009987","cellular process"
"GO:0007339","binding of sperm to zona pellucida","GO:0009987","cellular process"
"GO:0006458","'de novo' protein folding","GO:0009987","cellular process"
"GO:0008045","motor neuron axon guidance","GO:0009987","cellular process"
"GO:0008347","glial cell migration","GO:0009987","cellular process"
"GO:0048103","somatic stem cell division","GO:0009987","cellular process"
"GO:0002281","macrophage activation involved in immune response","GO:0009987","cellular process"
"GO:0022010","central nervous system myelination","GO:0009987","cellular process"
"GO:0022011","myelination in peripheral nervous system","GO:0009987","cellular process"
"GO:0001963","synaptic transmission, dopaminergic","GO:0009987","cellular process"
"GO:0042119","neutrophil activation","GO:0009987","cellular process"
"GO:0030168","platelet activation","GO:0009987","cellular process"
"GO:0048143","astrocyte activation","GO:0009987","cellular process"
"GO:0035313","wound healing, spreading of epidermal cells","GO:0009987","cellular process"
"GO:0042118","endothelial cell activation","GO:0009987","cellular process"
"GO:0044770","cell cycle phase transition","GO:0009987","cellular process"
"GO:0090162","establishment of epithelial cell polarity","GO:0009987","cellular process"
"GO:0040016","embryonic cleavage","GO:0009987","cellular process"
"GO:0042552","myelination","GO:0009987","cellular process"
"GO:0043615","astrocyte cell migration","GO:0009987","cellular process"
"GO:0016240","autophagosome membrane docking","GO:0009987","cellular process"
"GO:1902262","apoptotic process involved in blood vessel morphogenesis","GO:0009987","cellular process"
"GO:0097194","execution phase of apoptosis","GO:0009987","cellular process"
"GO:0097284","hepatocyte apoptotic process","GO:0009987","cellular process"
"GO:0034349","glial cell apoptotic process","GO:0009987","cellular process"
"GO:0043534","blood vessel endothelial cell migration","GO:0009987","cellular process"
"GO:0030011","maintenance of cell polarity","GO:0009987","cellular process"
"GO:0043276","anoikis","GO:0009987","cellular process"
"GO:0070997","neuron death","GO:0009987","cellular process"
"GO:0051315","attachment of mitotic spindle microtubules to kinetochore","GO:0009987","cellular process"
"GO:0008608","attachment of spindle microtubules to kinetochore","GO:0009987","cellular process"
"GO:0000320","re-entry into mitotic cell cycle","GO:0009987","cellular process"
"GO:0098535","de novo centriole assembly involved in multi-ciliated epithelial cell differentiation","GO:0009987","cellular process"
"GO:0048870","cell motility","GO:0009987","cellular process"
"GO:0001783","B cell apoptotic process","GO:0009987","cellular process"
"GO:0022028","tangential migration from the subventricular zone to the olfactory bulb","GO:0009987","cellular process"
"GO:0035426","extracellular matrix-cell signaling","GO:0009987","cellular process"
"GO:0000086","G2/M transition of mitotic cell cycle","GO:0009987","cellular process"
"GO:0031668","cellular response to extracellular stimulus","GO:0009987","cellular process"
"GO:0001768","establishment of T cell polarity","GO:0009987","cellular process"
"GO:0001771","immunological synapse formation","GO:0009987","cellular process"
"GO:0043542","endothelial cell migration","GO:0009987","cellular process"
"GO:0008366","axon ensheathment","GO:0009987","cellular process"
"GO:0001755","neural crest cell migration","GO:0009987","cellular process"
"GO:0007271","synaptic transmission, cholinergic","GO:0009987","cellular process"
"GO:0007141","male meiosis I","GO:0009987","cellular process"
"GO:0007144","female meiosis I","GO:0009987","cellular process"
"GO:0000712","resolution of meiotic recombination intermediates","GO:0009987","cellular process"
"GO:0097300","programmed necrotic cell death","GO:0009987","cellular process"
"GO:0006924","activation-induced cell death of T cells","GO:0009987","cellular process"
"GO:0043312","neutrophil degranulation","GO:0009987","cellular process"
"GO:0070197","meiotic attachment of telomere to nuclear envelope","GO:0009987","cellular process"
"GO:0010631","epithelial cell migration","GO:0009987","cellular process"
"GO:0035249","synaptic transmission, glutamatergic","GO:0009987","cellular process"
"GO:0051451","myoblast migration","GO:0009987","cellular process"
"GO:0003383","apical constriction","GO:0009987","cellular process"
"GO:0022614","membrane to membrane docking","GO:0009987","cellular process"
"GO:0000910","cytokinesis","GO:0009987","cellular process"
"GO:0098534","centriole assembly","GO:0009987","cellular process"
"GO:0021785","branchiomotor neuron axon guidance","GO:0009987","cellular process"
"GO:0036486","ventral trunk neural crest cell migration","GO:0009987","cellular process"
"GO:0097491","sympathetic neuron projection guidance","GO:0009987","cellular process"
"GO:1901166","neural crest cell migration involved in autonomic nervous system development","GO:0009987","cellular process"
"GO:0035767","endothelial cell chemotaxis","GO:0009987","cellular process"
"GO:0031290","retinal ganglion cell axon guidance","GO:0009987","cellular process"
"GO:0071679","commissural neuron axon guidance","GO:0009987","cellular process"
"GO:0042100","B cell proliferation","GO:0009987","cellular process"
"GO:0071850","mitotic cell cycle arrest","GO:0009987","cellular process"
"GO:0042074","cell migration involved in gastrulation","GO:0009987","cellular process"
"GO:0048133","male germ-line stem cell asymmetric division","GO:0009987","cellular process"
"GO:0060665","regulation of branching involved in salivary gland morphogenesis by mesenchymal-epithelial signaling","GO:0009987","cellular process"
"GO:0070314","G1 to G0 transition","GO:0009987","cellular process"
"GO:0045197","establishment or maintenance of epithelial cell apical/basal polarity","GO:0009987","cellular process"
"GO:0060561","apoptotic process involved in morphogenesis","GO:0009987","cellular process"
"GO:0035089","establishment of apical/basal cell polarity","GO:0009987","cellular process"
"GO:0016080","synaptic vesicle targeting","GO:0009987","cellular process"
"GO:0001773","myeloid dendritic cell activation","GO:0009987","cellular process"
"GO:0042116","macrophage activation","GO:0009987","cellular process"
"GO:0070252","actin-mediated cell contraction","GO:0009987","cellular process"
"GO:0030048","actin filament-based movement","GO:0009987","cellular process"
"GO:0060287","epithelial cilium movement involved in determination of left/right asymmetry","GO:0009987","cellular process"
"GO:0072577","endothelial cell apoptotic process","GO:0009987","cellular process"
"GO:0044319","wound healing, spreading of cells","GO:0009987","cellular process"
"GO:0097485","neuron projection guidance","GO:0009987","cellular process"
"GO:1902742","apoptotic process involved in development","GO:0009987","cellular process"
"GO:1990086","lens fiber cell apoptotic process","GO:0009987","cellular process"
"GO:0051256","mitotic spindle midzone assembly","GO:0009987","cellular process"
"GO:0045199","maintenance of epithelial cell apical/basal polarity","GO:0009987","cellular process"
"GO:0051298","centrosome duplication","GO:0009987","cellular process"
"GO:0051932","synaptic transmission, GABAergic","GO:0009987","cellular process"
"GO:0012501","programmed cell death","GO:0009987","cellular process"
"GO:0034975","protein folding in endoplasmic reticulum","GO:0009987","cellular process"
"GO:0034088","maintenance of mitotic sister chromatid cohesion","GO:0009987","cellular process"
"GO:0070266","necroptotic process","GO:0009987","cellular process"
"GO:0014909","smooth muscle cell migration","GO:0009987","cellular process"
"GO:0050798","activated T cell proliferation","GO:0009987","cellular process"
"GO:0007127","meiosis I","GO:0009987","cellular process"
"GO:0002315","marginal zone B cell differentiation","GO:0009987","cellular process"
"GO:0038001","paracrine signaling","GO:0009987","cellular process"
"GO:0045576","mast cell activation","GO:0009987","cellular process"
"GO:0070231","T cell apoptotic process","GO:0009987","cellular process"
"GO:0021799","cerebral cortex radially oriented cell migration","GO:0009987","cellular process"
"GO:0021800","cerebral cortex tangential migration","GO:0009987","cellular process"
