	TM_FACS	TM_10X	MCA.values
Setmar	0	0	0
Setx	52	9	0
Sez6	3	0	0
Sez6l	4	0	0
Sez6l2	10	0	2
Sf1	98	63	12
Sf3a1	54	12	1
Sf3a2	29	15	6
Sf3a3	65	16	11
Sf3b1	104	72	67
Sf3b2	102	71	31
Sf3b3	62	17	4
Sf3b4	85	45	19
Sf3b5	84	68	143
Sfi1	10	0	0
Sfmbt1	6	0	0
Sfmbt2	0	0	0
Sfn	20	24	35
Sfpq	98	70	22
Sfr1	96	70	41
Sfrp1	14	4	12
Sfrp2	5	5	7
Sfrp4	3	2	10
Sfrp5	5	0	2
Sfswap	32	8	0
Sft2d1	88	56	6
Sft2d2	49	11	0
Sft2d3	11	2	0
Sfta2	1	1	6
Sftpa1	1	6	31
Sftpb	1	3	29
Sftpc	1	13	33
Sftpd	3	3	32
Sfxn1	55	22	72
Sfxn2	9	1	0
Sfxn3	54	15	0
Sfxn4	2	0	0
Sfxn5	18	1	0
Sgca	3	2	0
Sgcb	23	4	0
Sgcd	1	0	0
Sgce	32	17	5
Sgcg	1	1	0
Sgcz	2	0	0
Sgip1	3	0	0
Sgk1	72	39	77
Sgk2	4	2	0
Sgk3	38	15	0
Sgms1	74	17	8
Sgms2	34	12	14
Sgol1	3	3	0
Sgpl1	46	18	9
Sgpp1	57	17	1
Sgpp2	12	2	0
Sgsh	0	0	0
Sgsm1	6	0	0
Sgsm2	12	1	0
Sgsm3	17	3	1
Sgta	66	39	12
Sgtb	4	0	0
Sh2b1	34	3	0
Sh2b2	3	0	0
Sh2b3	18	0	1
Sh2d1a	9	9	7
Sh2d1b1	3	3	0
Sh2d2a	12	6	9
Sh2d3c	33	9	0
Sh2d4a	10	9	1
Sh2d4b	0	0	0
Sh2d5	4	1	0
Sh2d7	1	0	2
Sh3bgr	6	4	6
Sh3bgrl	85	55	35
Sh3bgrl2	12	3	3
Sh3bgrl3	101	71	399
Sh3bp1	34	0	2
Sh3bp2	22	2	0
Sh3bp4	17	7	0
Sh3bp5	43	21	35
Sh3bp5l	6	0	0
Sh3d19	32	10	0
Sh3gl1	69	25	1
Sh3gl2	10	3	5
Sh3gl3	3	0	4
Sh3glb1	99	71	163
Sh3glb2	45	21	3
Sh3kbp1	58	31	5
Sh3pxd2a	24	9	0
Sh3pxd2b	16	8	0
Sh3rf1	35	6	0
Sh3rf2	6	1	12
Sh3rf3	1	0	0
Sh3tc1	6	4	0
Sh3tc2	0	0	0
Sh3yl1	14	7	4
Shank1	1	0	0
Shank2	3	0	0
Shank3	7	0	0
Sharpin	55	9	1
Shb	22	10	0
Shbg	0	0	0
Shc1	51	22	0
Shc2	9	0	0
Shc3	0	0	0
Shc4	1	0	0
Shcbp1	3	2	2
Shd	1	0	0
She	11	8	0
Shf	1	0	0
Shh	2	2	4
Shisa2	6	0	0
Shisa3	0	0	0
Shisa4	11	0	7
Shisa5	100	68	193
Shisa6	0	0	0
Shisa7	2	0	0
Shisa9	3	0	0
Shkbp1	15	9	1
Shmt1	15	2	1
Shmt2	30	11	13
Shoc2	62	15	0
Shox2	0	0	1
Shpk	1	0	0
Shprh	11	0	0
Shq1	1	0	0
Shroom1	3	0	0
Shroom2	9	0	0
Shroom3	21	11	1
Shroom4	0	0	0
Siae	15	0	0
Siah1a	37	11	0
Siah1b	2	0	0
Siah2	38	22	18
Siah3	0	0	0
Sidt1	10	2	1
Sidt2	83	15	2
Sigirr	15	7	0
Siglec1	2	0	0
Siglec15	1	0	0
Siglece	13	6	1
Siglecg	9	4	18
Siglech	6	2	7
Sigmar1	41	17	2
Sik1	84	26	0
Sik2	5	0	0
Sik3	36	3	0
Sike1	48	14	0
Sil1	41	10	10
Sim1	2	1	0
Sim2	3	2	0
Sin3a	47	4	0
Sin3b	94	64	130
Sipa1	55	33	1
Sipa1l1	25	0	0
Sipa1l2	4	2	0
Sipa1l3	13	5	0
Sirpa	38	16	22
Sirpb1a	6	3	2
Sirpb1b	9	6	1
Sirt1	26	2	0
Sirt2	75	49	8
Sirt3	15	7	2
Sirt4	4	0	0
Sirt5	3	0	0
Sirt6	21	0	0
Sirt7	60	34	3
Sit1	2	4	0
Siva1	48	39	93
Six1	1	1	0
Six2	0	0	0
Six3	1	0	0
Six3os1	0	0	0
Six4	1	0	0
Six5	1	0	0
Ska1	2	2	3
Skap1	14	9	25
Skap2	54	26	19
Ski	60	36	0
Skil	92	40	1
Skint3	5	3	0
Skint4	2	0	0
Skint7	0	0	0
Skint8	0	0	0
Skint9	0	0	0
Skiv2l	30	3	1
Skiv2l2	66	5	2
Skor1	0	0	0
Skp1a	102	68	226
Skp2	2	0	3
Sla	36	20	8
Sla2	16	3	0
Slain1	18	0	1
Slain2	54	21	4
Slamf1	0	0	0
Slamf6	13	1	2
Slamf7	15	9	6
Slamf8	6	7	2
Slamf9	12	8	4
Slbp	79	48	10
Slc10a1	1	1	1
Slc10a2	2	0	1
Slc10a3	13	0	0
Slc10a4	0	0	1
Slc10a5	3	0	0
Slc10a6	14	5	0
Slc10a7	2	0	0
Slc11a1	17	8	5
Slc11a2	13	4	0
Slc12a1	0	1	3
Slc12a2	26	9	12
Slc12a3	1	1	3
Slc12a4	25	10	0
Slc12a5	1	0	0
Slc12a6	49	12	0
Slc12a7	16	7	1
Slc12a8	2	0	1
Slc12a9	9	0	0
Slc13a1	1	1	5
Slc13a2	1	0	1
Slc13a3	5	1	2
Slc13a4	0	0	0
Slc13a5	3	0	1
Slc14a1	8	3	4
Slc14a2	0	1	0
Slc15a1	2	0	0
Slc15a2	4	5	2
Slc15a3	18	10	1
Slc15a4	26	6	0
Slc15a5	0	0	0
Slc16a1	23	12	2
Slc16a10	20	9	0
Slc16a11	8	4	1
Slc16a12	5	2	0
Slc16a13	1	0	0
Slc16a14	1	0	0
Slc16a2	26	11	17
Slc16a3	16	6	15
Slc16a4	2	1	0
Slc16a5	7	1	0
Slc16a6	5	2	0
Slc16a7	6	5	7
Slc16a8	0	0	0
Slc16a9	9	3	0
Slc17a1	2	1	4
Slc17a2	1	1	0
Slc17a3	2	2	1
Slc17a4	4	0	0
Slc17a5	14	0	0
Slc17a6	0	0	0
Slc17a7	2	1	0
Slc17a8	0	0	0
Slc17a9	9	0	0
Slc18a1	3	1	1
Slc18a2	3	1	2
Slc19a1	5	1	0
Slc19a2	4	1	0
Slc19a3	2	0	0
Slc1a1	6	2	1
Slc1a2	6	0	7
Slc1a3	9	2	4
Slc1a4	14	4	0
Slc1a5	56	27	32
Slc1a6	0	0	0
Slc1a7	0	0	0
Slc20a1	25	10	0
Slc20a2	21	4	1
Slc22a1	4	2	4
Slc22a12	1	1	2
Slc22a13	0	0	1
Slc22a14	0	0	2
Slc22a15	6	0	0
Slc22a17	18	2	7
Slc22a18	13	4	8
Slc22a19	0	0	1
Slc22a2	1	1	0
Slc22a20	0	0	0
Slc22a21	2	0	2
Slc22a22	0	0	0
Slc22a23	14	6	0
Slc22a26	1	0	0
Slc22a27	1	0	0
Slc22a28	1	0	0
Slc22a29	0	0	0
Slc22a3	1	0	0
Slc22a30	1	1	0
Slc22a4	4	1	0
Slc22a5	12	4	0
Slc22a6	1	1	2
Slc22a7	1	0	1
Slc22a8	3	1	4
Slc23a1	1	1	0
Slc23a2	10	4	1
Slc23a3	0	0	0
Slc24a1	0	0	0
Slc24a2	6	0	0
Slc24a3	5	0	0
Slc24a4	1	0	0
Slc24a5	9	0	1
Slc25a1	56	10	18
Slc25a10	19	9	4
Slc25a11	81	53	18
Slc25a12	62	6	2
Slc25a13	14	4	1
Slc25a14	5	1	0
Slc25a15	4	2	0
Slc25a16	13	3	0
Slc25a17	53	27	7
Slc25a18	2	0	0
Slc25a19	10	4	0
Slc25a2	0	0	2
Slc25a20	28	4	3
Slc25a21	3	0	0
Slc25a22	12	1	0
Slc25a23	19	4	0
Slc25a24	26	8	3
Slc25a25	29	16	0
Slc25a26	1	1	0
Slc25a27	10	0	0
Slc25a28	31	4	0
Slc25a29	3	0	0
Slc25a3	105	73	543
Slc25a30	1	0	0
Slc25a31	0	0	2
Slc25a32	9	0	0
Slc25a33	17	10	15
Slc25a34	3	0	0
Slc25a35	8	0	1
Slc25a36	9	0	0
Slc25a37	11	7	6
Slc25a38	9	2	2
Slc25a39	84	21	121
Slc25a4	95	63	372
Slc25a40	3	0	0
Slc25a41	0	0	0
Slc25a42	6	0	0
Slc25a43	0	0	0
Slc25a44	12	0	0
Slc25a45	11	5	1
Slc25a46	47	15	4
Slc25a47	1	1	3
Slc25a48	5	0	0
Slc25a5	105	74	640
Slc26a1	1	0	0
Slc26a10	2	1	0
Slc26a11	0	0	0
Slc26a2	10	1	13
Slc26a3	1	0	2
Slc26a4	0	0	1
Slc26a5	0	0	0
Slc26a6	0	0	4
Slc26a7	0	0	0
Slc26a9	1	1	1
Slc27a1	28	8	4
Slc27a2	5	4	4
Slc27a3	7	0	0
Slc27a4	16	5	5
Slc27a5	1	1	1
Slc27a6	0	0	0
Slc28a1	0	0	0
Slc28a2	12	2	0
Slc28a3	1	0	1
Slc29a1	65	32	45
Slc29a2	0	0	0
Slc29a3	19	5	0
Slc29a4	5	0	0
Slc2a1	68	16	9
Slc2a10	3	0	0
Slc2a12	3	0	0
Slc2a13	1	0	0
Slc2a2	3	2	1
Slc2a3	6	2	16
Slc2a4	4	4	1
Slc2a4rg-ps	2	0	0
Slc2a5	7	0	16
Slc2a6	11	3	0
Slc2a7	0	0	0
Slc2a8	10	1	2
Slc2a9	1	1	0
Slc30a1	19	5	0
Slc30a10	4	0	1
Slc30a2	0	0	0
Slc30a3	0	0	3
Slc30a4	9	2	1
Slc30a5	41	13	1
Slc30a6	13	0	1
Slc30a7	33	2	1
Slc30a8	3	0	2
Slc30a9	50	15	1
Slc31a1	40	17	21
Slc31a2	44	14	4
Slc32a1	1	0	0
Slc33a1	14	4	0
Slc34a1	2	8	7
Slc34a2	1	1	4
Slc34a3	0	0	0
Slc35a1	32	12	1
Slc35a2	25	5	0
Slc35a3	27	0	5
Slc35a4	72	15	3
Slc35a5	18	1	1
Slc35b1	65	35	24
Slc35b2	62	12	10
Slc35b3	16	2	0
Slc35b4	8	2	0
Slc35c1	18	1	0
Slc35c2	48	13	4
Slc35d1	9	0	0
Slc35d2	1	1	0
Slc35d3	4	0	0
Slc35e1	30	5	0
Slc35e2	39	0	0
Slc35e3	8	1	0
Slc35e4	28	8	0
Slc35f1	3	0	0
Slc35f2	2	0	1
Slc35f3	2	1	0
Slc35f5	31	14	3
Slc36a1	3	0	0
Slc36a2	2	2	6
Slc36a3	0	0	0
Slc36a4	0	0	0
Slc37a1	11	0	0
Slc37a2	5	0	0
Slc37a3	13	1	0
Slc37a4	12	3	1
Slc38a1	36	17	3
Slc38a10	68	27	1
Slc38a11	3	0	0
Slc38a2	96	65	73
Slc38a3	8	1	4
Slc38a4	7	1	8
Slc38a5	6	1	10
Slc38a6	1	2	0
Slc38a7	3	0	0
Slc38a8	0	0	0
Slc38a9	20	1	1
Slc39a1	97	35	0
Slc39a10	18	2	0
Slc39a11	13	2	9
Slc39a12	2	0	3
Slc39a13	20	2	1
Slc39a14	11	3	0
Slc39a2	1	0	0
Slc39a3	9	0	0
Slc39a4	8	4	7
Slc39a5	4	0	3
Slc39a6	24	7	0
Slc39a7	80	44	0
Slc39a8	7	4	2
Slc39a9	22	3	0
Slc3a1	3	1	3
Slc3a2	102	64	172
Slc40a1	19	6	10
Slc41a1	19	12	0
Slc41a2	6	0	0
Slc41a3	4	3	2
Slc43a1	7	0	3
Slc43a2	36	14	0
Slc43a3	29	22	12
Slc44a1	31	4	3
Slc44a2	69	29	10
Slc44a3	14	3	2
Slc44a4	8	1	2
Slc44a5	0	0	0
Slc45a1	1	0	0
Slc45a2	0	0	1
Slc45a3	7	3	1
Slc45a4	0	1	0
Slc46a1	5	0	1
Slc46a2	0	0	0
Slc46a3	10	3	1
Slc47a1	5	3	1
Slc47a2	0	0	0
Slc48a1	72	41	23
Slc4a1	0	1	9
Slc4a10	2	0	0
Slc4a11	2	1	1
Slc4a1ap	14	0	0
Slc4a2	25	7	1
Slc4a3	9	2	0
Slc4a4	17	2	3
Slc4a5	0	0	0
Slc4a7	22	8	1
Slc4a8	9	1	1
Slc4a9	0	0	0
Slc50a1	78	55	11
Slc52a2	3	0	0
Slc52a3	8	3	1
Slc5a1	7	1	4
Slc5a10	0	0	1
Slc5a11	0	0	0
Slc5a12	1	1	0
Slc5a2	1	1	1
Slc5a3	39	8	0
Slc5a4b	0	0	0
Slc5a5	2	1	8
Slc5a6	2	0	0
Slc5a7	0	0	0
Slc5a8	5	0	0
Slc5a9	0	0	0
Slc6a1	6	0	5
Slc6a11	3	0	3
Slc6a12	1	1	1
Slc6a13	1	2	1
Slc6a14	3	2	1
Slc6a15	1	0	1
Slc6a17	6	0	0
Slc6a18	0	2	2
Slc6a19	0	1	7
Slc6a2	2	0	1
Slc6a20a	1	0	0
Slc6a20b	0	1	0
Slc6a3	0	0	0
Slc6a4	3	0	2
Slc6a5	0	0	0
Slc6a6	85	43	10
Slc6a7	0	0	0
Slc6a8	22	13	2
Slc6a9	15	3	2
Slc7a1	30	9	0
Slc7a10	4	1	4
Slc7a11	8	4	4
Slc7a12	0	0	1
Slc7a13	0	0	0
Slc7a14	5	0	0
Slc7a15	0	0	0
Slc7a2	11	5	1
Slc7a3	1	0	0
Slc7a4	12	1	0
Slc7a5	21	1	2
Slc7a6	33	2	0
Slc7a6os	36	13	0
Slc7a7	11	5	3
Slc7a8	17	5	0
Slc7a9	0	1	8
Slc8a1	25	5	0
Slc8a2	1	0	0
Slc8a3	1	0	0
Slc9a1	18	4	0
Slc9a2	2	0	0
Slc9a3	1	0	0
Slc9a3r1	69	49	15
Slc9a3r2	37	19	20
Slc9a4	0	1	1
Slc9a5	1	0	0
Slc9a6	6	1	0
Slc9a7	2	0	0
Slc9a8	8	0	0
Slc9a9	16	1	0
Slco1a1	1	1	0
Slco1a4	3	1	0
Slco1a5	0	0	0
Slco1a6	0	1	1
Slco1b2	2	1	1
Slco1c1	3	0	1
Slco2a1	17	8	5
Slco2b1	17	5	2
Slco3a1	40	17	1
Slco4a1	7	0	0
Slco4c1	2	0	0
Slco5a1	0	0	0
Slfn1	12	8	13
Slfn10-ps	1	0	0
Slfn2	43	38	45
Slfn3	1	0	0
Slfn4	3	2	13
Slfn5	38	20	15
Slfn8	12	5	0
Slfn9	2	0	0
Slfnl1	0	0	10
Slit1	3	0	0
Slit2	3	1	1
Slit3	14	5	2
Slitrk1	1	0	0
Slitrk2	5	0	0
Slitrk3	2	0	0
Slitrk4	1	0	0
Slitrk5	2	0	0
Slitrk6	4	0	0
Slk	73	23	0
Slmap	59	21	2
Sln	2	4	9
Slpi	11	16	66
Sltm	82	47	12
Slu7	76	25	1
Slurp1	0	2	1
Slx1b	13	30	0
Slx4	0	0	0
Sly	0	0	0
Smad1	55	18	0
Smad2	44	14	1
Smad3	39	6	0
Smad4	64	13	0
Smad5	29	12	0
Smad6	10	7	0
Smad7	56	39	0
Smad9	0	0	0
Smagp	33	27	18
Smap1	80	50	35
Smap2	70	40	2
Smarca1	5	0	2
Smarca2	91	30	2
Smarca4	85	30	12
Smarca5	96	60	1
Smarca5-ps	0	0	0
Smarcad1	26	0	0
Smarcal1	11	0	0
Smarcb1	69	27	10
Smarcc1	59	21	0
Smarcc2	75	21	1
Smarcd1	21	5	0
Smarcd2	69	34	7
Smarcd3	10	3	0
Smarce1	89	52	16
Smc1a	96	50	2
Smc1b	0	0	3
Smc2	8	4	2
Smc3	85	40	2
Smc4	58	25	81
Smc5	29	3	3
Smc6	89	61	2
Smchd1	74	47	0
Smcp	0	0	19
Smcr8	14	0	0
Smg1	90	20	0
Smg5	17	3	0
Smg6	29	9	0
Smg7	92	10	0
Smgc	0	0	0
Smn1	23	11	0
Smndc1	62	21	5
Smo	18	3	0
Smoc1	5	1	0
Smoc2	16	6	14
Smok4a	0	0	0
Smox	29	10	5
Smpd1	40	14	1
Smpd2	23	5	1
Smpd3	12	2	12
Smpd4	5	0	0
Smpdl3a	77	48	56
Smpdl3b	6	2	1
Smpx	2	1	5
Smr2	0	0	0
Smr3a	0	0	0
Sms	37	30	1
Smtn	36	14	5
Smtnl1	0	0	0
Smtnl2	6	9	0
Smu1	85	34	25
Smug1	2	0	0
Smurf1	12	4	0
Smurf2	48	8	0
Smyd1	1	1	0
Smyd2	29	8	2
Smyd3	14	1	0
Smyd4	5	0	0
Smyd5	6	0	1
Snai1	9	4	0
Snai2	12	2	3
Snai3	2	0	0
Snap23	65	43	3
Snap25	8	0	2
Snap29	39	5	1
Snap47	37	10	4
Snap91	3	0	0
Snapc1	22	2	0
Snapc2	22	0	0
Snapc3	3	0	0
Snapc4	0	0	0
Snapc5	63	48	9
Snapin	66	24	4
Snca	4	2	13
Sncaip	3	1	0
Sncb	4	0	0
Sncg	10	10	6
Snd1	86	24	2
Sned1	2	0	0
Snf8	76	57	3
Snhg1	47	46	54
Snhg11	4	3	2
Snhg12	17	28	7
Snhg3	38	40	81
Snhg4	16	9	3
Snhg5	19	21	37
Snhg6	40	38	11
Snhg8	60	69	35
Snhg9	0	10	9
Snip1	11	3	0
Snn	8	9	3
Snora17	0	0	0
Snora21	0	0	0
Snora23	0	0	0
Snora28	2	0	0
Snora2b	0	0	0
Snora31	6	0	0
Snora41	0	0	0
Snora62	0	0	0
Snora69	0	0	0
Snora78	0	0	0
Snord104	27	0	1
Snord123	0	0	0
Snord15a	0	0	0
Snord17	0	0	0
Snord23	0	0	0
Snord35a	0	0	0
Snord55	0	0	0
Snord8	0	0	0
Snord82	0	0	0
Snord92	0	0	0
Snph	4	0	0
Snrk	68	29	2
Snrnp200	53	12	0
Snrnp25	16	11	7
Snrnp27	78	51	56
Snrnp35	0	1	0
Snrnp40	55	24	14
Snrnp48	22	16	0
Snrnp70	95	62	34
Snrpa	79	36	25
Snrpa1	49	28	140
Snrpb	103	71	388
Snrpb2	77	58	99
Snrpc	87	59	106
Snrpd1	82	64	262
Snrpd2	91	69	277
Snrpd3	93	64	351
Snrpe	93	70	315
Snrpf	92	69	235
Snrpg	97	74	480
Snta1	10	4	0
Sntb1	1	0	0
Sntb2	29	19	0
Sntg1	4	0	0
Sntg2	1	0	0
Sntn	1	2	1
Snupn	8	0	2
Snw1	94	57	33
Snx1	84	36	10
Snx10	39	15	0
Snx11	5	0	0
Snx12	52	12	3
Snx13	28	5	0
Snx14	32	2	1
Snx15	24	7	1
Snx16	9	1	0
Snx17	86	49	3
Snx18	58	16	0
Snx19	13	0	0
Snx2	87	48	35
Snx20	35	25	4
Snx21	23	4	0
Snx22	18	1	1
Snx24	14	4	0
Snx25	3	1	0
Snx27	53	9	0
Snx29	1	0	0
Snx3	104	73	326
Snx30	15	3	0
Snx31	2	2	5
Snx32	4	0	0
Snx33	9	0	0
Snx4	62	23	1
Snx5	85	56	91
Snx6	88	46	30
Snx7	21	7	1
Snx8	10	6	1
Snx9	60	3	0
Soat1	43	10	4
Soat2	1	0	2
Sobp	11	0	0
Socs1	24	13	4
Socs2	34	28	34
Socs3	58	44	54
Socs4	7	0	0
Socs5	33	3	0
Socs6	19	4	0
Socs7	15	1	0
Sod1	104	63	261
Sod2	96	66	87
Sod3	22	14	25
Sohlh1	0	0	0
Sohlh2	0	0	0
Son	104	73	546
Sorbs1	38	11	0
Sorbs2	28	9	2
Sorbs3	45	4	0
Sorcs1	3	0	0
Sorcs2	8	2	0
Sorcs3	2	0	0
Sord	30	15	50
Sorl1	48	9	2
Sort1	36	14	1
Sos1	35	1	0
Sos2	39	1	0
Sost	0	1	1
Sostdc1	7	3	8
Sowaha	2	0	0
Sowahb	4	3	0
Sowahc	35	15	3
Sowahd	0	0	0
Sox1	2	0	0
Sox10	4	2	10
Sox11	4	1	4
Sox12	5	0	0
Sox13	16	1	0
Sox14	0	0	0
Sox15	6	4	2
Sox17	12	8	6
Sox18	13	8	1
Sox2	9	6	1
Sox21	6	2	0
Sox2ot	3	0	1
Sox3	1	0	0
Sox30	0	0	0
Sox4	41	25	24
Sox5	10	1	4
Sox6	9	1	0
Sox7	15	9	1
Sox8	5	0	0
Sox9	27	7	23
Sp1	62	9	0
Sp100	61	10	16
Sp110	46	37	4
Sp140	31	21	1
Sp2	23	1	0
Sp3	90	33	0
Sp4	5	0	0
Sp5	0	0	0
Sp6	2	2	0
Sp7	0	0	0
Sp8	1	0	0
Sp9	1	0	0
Spa17	7	2	21
Spaca1	0	0	7
Spaca3	0	0	17
Spaca4	0	0	5
Spaca5	0	0	1
Spaca7	0	0	15
Spag1	0	0	1
Spag11b	0	0	0
Spag16	0	0	3
Spag17	1	1	3
Spag4	0	0	13
Spag5	3	1	0
Spag6	1	2	9
Spag7	85	57	36
Spag8	1	1	3
Spag9	93	50	0
Sparc	102	41	382
Sparcl1	34	22	77
Spast	25	3	1
Spata1	0	0	15
Spata13	36	7	0
Spata17	0	0	5
Spata18	1	1	17
Spata19	0	0	19
Spata2	9	1	0
Spata20	0	0	7
Spata21	0	0	13
Spata24	7	3	19
Spata25	0	0	3
Spata2l	2	0	0
Spata3	0	0	19
Spata5	8	1	1
Spata5l1	1	0	0
Spata6	8	7	19
Spata7	5	0	10
Spata9	0	0	4
Spatc1	0	0	3
Spats1	0	0	0
Spats2	7	0	0
Spats2l	16	6	0
Spc24	8	3	80
Spc25	9	4	14
Spcs1	101	72	351
Spcs2	100	70	218
Spcs3	59	27	6
Spdef	1	0	1
Spdya	0	0	5
Specc1	12	1	0
Specc1l	54	8	0
Speer2	0	0	2
Speer3	0	0	0
Speer4a	1	0	0
Speer4d	1	0	0
Speer4e	1	1	0
Speer5-ps1	0	0	0
Spef1	3	2	1
Spef2	2	1	0
Speg	4	2	0
Spem1	0	0	4
Spen	59	8	0
Spert	0	0	17
Spesp1	0	0	18
Spg11	10	0	0
Spg20	20	2	0
Spg21	76	46	22
Spg7	53	15	0
Sphk1	21	6	10
Sphk2	34	4	0
Sphkap	5	0	3
Spib	9	8	11
Spic	0	0	4
Spice1	2	1	0
Spin1	77	24	0
Spin4	2	2	0
Spink10	0	0	0
Spink11	0	0	0
Spink12	0	0	2
Spink13	0	0	0
Spink14	0	0	0
Spink2	0	1	19
Spink4	2	0	34
Spink5	4	2	4
Spink8	0	1	3
Spinkl	0	0	0
Spint1	27	14	10
Spint2	61	39	87
Spint3	0	0	0
Spint4	0	0	0
Spire1	18	3	0
Spire2	10	2	0
Spn	20	15	12
Spns1	31	7	3
Spns2	12	5	0
Spns3	3	4	0
Spo11	0	0	0
Spock1	4	0	0
Spock2	10	0	3
Spock3	3	1	0
Spon1	16	6	13
Spon2	16	7	15
Spop	98	71	15
Spopl	0	0	0
Spp1	10	8	147
Spp2	2	2	5
Sppl3	78	11	0
Spr	59	39	12
Spred1	23	0	0
Spred2	15	0	0
Spred3	1	0	0
Sprn	3	0	0
Sprr1a	3	7	27
Sprr1b	1	2	0
Sprr2b	1	0	0
Sprr2d	0	0	0
Sprr2e	0	0	0
Sprr2f	0	0	4
Sprr2g	0	0	2
Sprr2h	0	0	0
Sprr2k	0	0	0
Spry1	33	10	1
Spry2	63	17	0
Spry3	0	0	0
Spry4	19	3	0
Spryd3	21	7	1
Spryd4	4	0	0
Spsb1	20	7	1
Spsb2	20	4	3
Spsb3	44	10	2
Spsb4	0	0	0
Sptlc1	37	11	1
Sptlc2	68	26	1
Sptlc3	5	2	1
Spty2d1	63	27	0
Spz1	0	0	17
Sqle	29	9	17
Sqrdl	42	20	14
Sqstm1	105	67	242
Sra1	84	62	64
Srbd1	3	0	0
Src	15	5	1
Srcin1	2	2	0
Srd5a1	8	4	5
Srd5a2	0	0	0
Srd5a3	40	13	0
Srebf1	42	10	5
Srebf2	64	4	2
Srek1	55	18	0
Srek1ip1	30	7	5
Srf	47	14	0
Srfbp1	8	2	0
Srgap1	12	2	0
Srgap2	33	5	0
Srgap3	6	2	0
Srgn	56	49	312
Sri	102	71	235
Srl	1	1	1
Srm	45	17	93
Srms	0	0	0
Srp14	101	73	274
Srp19	78	51	116
Srp54b	2	0	0
Srp68	52	17	6
Srp72	87	45	20
Srp9	93	71	83
Srpk1	43	26	11
Srpk2	76	29	5
Srpk3	1	0	0
Srpr	91	48	1
Srprb	53	16	1
Srpx	8	5	7
Srpx2	9	3	0
Srr	12	1	0
Srrd	12	0	1
Srrm1	96	69	6
Srrm2	104	72	28
Srrm3	5	0	0
Srrm4	4	0	0
Srrt	48	34	11
Srsf1	86	52	12
Srsf10	98	53	5
Srsf11	97	64	193
Srsf12	1	0	0
Srsf2	102	71	279
Srsf3	101	73	458
Srsf4	62	33	0
Srsf5	102	73	255
Srsf6	90	67	168
Srsf7	89	68	267
Srsf9	92	46	0
Srxn1	27	18	10
Ss18	63	29	4
Ss18l1	0	0	0
Ssb	99	69	83
Ssbp1	62	34	3
Ssbp2	39	13	3
Ssbp3	55	21	0
Ssbp4	70	37	1
Ssfa2	46	16	0
Ssh1	3	0	0
Ssh2	77	21	0
Ssh3	17	5	1
Ssna1	73	41	146
Sspn	12	4	0
Sspo	0	0	0
Ssr1	103	63	23
Ssr2	94	67	306
Ssr3	93	62	79
Ssr4	95	71	407
Ssrp1	87	53	74
Sssca1	28	16	21
Sst	4	0	13
Sstr1	2	0	0
Sstr2	1	0	0
Sstr3	4	0	0
Sstr5	0	0	0
Ssu72	94	62	90
Ssx2ip	23	6	5
Ssxb6	0	0	0
St13	98	60	70
St14	19	12	3
St18	7	0	0
St3gal1	46	22	0
St3gal2	24	2	0
St3gal3	13	2	1
St3gal4	37	24	10
St3gal5	26	14	21
St3gal6	39	10	8
St5	33	11	2
St6gal1	21	5	2
St6galnac1	0	0	0
St6galnac2	19	7	18
St6galnac3	6	1	0
St6galnac4	14	7	0
St6galnac5	5	0	0
St6galnac6	19	1	0
St7	12	1	0
St7l	30	1	0
St8sia1	1	0	0
St8sia2	2	1	0
St8sia3	7	0	1
St8sia4	20	11	2
St8sia5	0	0	0
St8sia6	2	2	2
Stab1	19	7	16
Stab2	2	1	6
Stac	1	1	0
Stac2	1	1	0
Stac3	0	0	0
Stag1	57	21	0
Stag2	90	33	0
Stag3	0	0	2
Stam	20	2	0
Stam2	42	7	1
Stambp	28	3	1
Stambpl1	20	3	1
Stap1	21	2	0
Stap2	18	9	10
Star	0	1	4
Stard10	32	15	28
Stard13	17	2	0
Stard3	37	11	0
Stard3nl	55	34	6
Stard4	8	2	1
Stard5	28	6	3
Stard6	0	0	19
Stard7	42	12	1
Stard8	19	10	0
Stat1	74	26	18
Stat2	34	3	0
Stat3	97	61	5
Stat4	17	1	3
Stat5a	29	5	0
Stat5b	31	4	0
Stat6	80	28	1
Stau1	69	20	1
Stau2	12	0	0
Stbd1	12	6	0
Stc1	3	4	3
Stc2	1	1	3
Steap1	0	0	3
Steap2	6	3	0
Steap3	12	4	5
Steap4	9	4	2
Stfa1	0	0	67
Stfa2	0	0	44
Stfa2l1	2	1	45
Stfa3	0	0	38
Stil	3	0	0
Stim1	64	1	0
Stim2	82	13	0
Stip1	87	52	34
Stk10	36	13	3
Stk11	68	41	4
Stk11ip	11	0	0
Stk16	47	30	33
Stk17b	48	39	58
Stk19	23	17	0
Stk24	78	48	2
Stk25	60	29	8
Stk3	24	0	0
Stk31	0	0	0
Stk32a	6	0	0
Stk32b	0	0	0
Stk32c	1	2	0
Stk33	1	1	14
Stk35	8	2	4
Stk36	0	0	1
Stk38	69	26	1
Stk38l	40	2	0
Stk39	27	9	1
Stk4	54	29	0
Stk40	50	27	0
Stmn1	44	26	255
Stmn2	6	6	33
Stmn3	8	0	24
Stmn4	5	0	18
Stom	35	21	11
Stoml1	8	1	1
Stoml2	56	32	29
Ston1	4	0	0
Ston2	19	5	1
