	Atlas	cellType	Background.cell.types	Logic	genes	precision	recall	f1
983	MCA	Lung.Alveolar macrophage_Ear2 high	All	OR	Ear1, Atp6v0d2, F7, Krt79, Ear2	0.0749185667752443	0.967935871743487	0.139072847682119
984	MCA	Lung.Alveolar macrophage_Ear2 high	Tissue	OR	Ear1, Atp6v0d2, F7, Krt79, Ear2	0.364803625377643	0.967935871743487	0.529895776193088
985	MCA	Lung.AT1 Cell	All	AND	Col4a3, Akap5, Sec14l3, Ndnf, Scnn1g	1	0.0306748466257669	0.0595238095238095
986	MCA	Lung.AT1 Cell	Tissue	AND	Col4a3, Akap5, Sec14l3, Ndnf, Scnn1g	1	0.0306748466257669	0.0595238095238095
987	MCA	Lung.AT1 Cell	All	OR	Col4a3, Akap5, Sec14l3, Ndnf, Scnn1g	0.082827167310878	0.920245398773006	0.151975683890578
988	MCA	Lung.AT1 Cell	Tissue	OR	Col4a3, Akap5, Sec14l3, Ndnf, Scnn1g	0.15	0.920245398773006	0.257953568357696
989	MCA	Lung.AT2 Cell	All	AND	Lamp3, Cxcl15, Slc34a2, Sfta2, Hc	0.932093023255814	0.496039603960396	0.647495961227787
990	MCA	Lung.AT2 Cell	Tissue	AND	Lamp3, Cxcl15, Slc34a2, Sfta2, Hc	0.932093023255814	0.496039603960396	0.647495961227787
991	MCA	Lung.AT2 Cell	All	OR	Lamp3, Cxcl15, Slc34a2, Sfta2, Hc	0.301742264944428	0.994554455445545	0.463009910117539
992	MCA	Lung.AT2 Cell	Tissue	OR	Lamp3, Cxcl15, Slc34a2, Sfta2, Hc	0.430100620852066	0.994554455445545	0.600508145269765
993	MCA	Lung.B Cell	All	AND	Sftpa1, Scgb1a1, Sftpb, Sftpc, Ms4a1	0.600502512562814	0.342406876790831	0.436131386861314
994	MCA	Lung.B Cell	Tissue	AND	Sftpa1, Scgb1a1, Sftpb, Sftpc, Ms4a1	0.600502512562814	0.342406876790831	0.436131386861314
995	MCA	Lung.B Cell	All	OR	Sftpa1, Scgb1a1, Sftpb, Sftpc, Ms4a1	0.0601672269631928	1	0.113505163021384
996	MCA	Lung.B Cell	Tissue	OR	Sftpa1, Scgb1a1, Sftpb, Sftpc, Ms4a1	0.100576368876081	1	0.182770358732653
997	MCA	Lung.Ciliated cell	All	AND	Sntn, Tmem212, Cdhr3, Ccdc153, BC051019	1	0.12962962962963	0.229508196721311
998	MCA	Lung.Ciliated cell	Tissue	AND	Sntn, Tmem212, Cdhr3, Ccdc153, BC051019	1	0.12962962962963	0.229508196721311
999	MCA	Lung.Ciliated cell	All	OR	Sntn, Tmem212, Cdhr3, Ccdc153, BC051019	0.200385356454721	0.962962962962963	0.331738437001595
1000	MCA	Lung.Ciliated cell	Tissue	OR	Sntn, Tmem212, Cdhr3, Ccdc153, BC051019	0.419354838709677	0.962962962962963	0.584269662921348
1001	MCA	Lung.Clara Cell	All	AND	Gabrp, Lypd2, B430010I23Rik, Fmo3, Slc16a11	0.666666666666667	0.0242424242424242	0.0467836257309941
1002	MCA	Lung.Clara Cell	Tissue	AND	Gabrp, Lypd2, B430010I23Rik, Fmo3, Slc16a11	0.666666666666667	0.0242424242424242	0.0467836257309941
1003	MCA	Lung.Clara Cell	All	OR	Gabrp, Lypd2, B430010I23Rik, Fmo3, Slc16a11	0.114548494983278	0.83030303030303	0.201322556943424
1004	MCA	Lung.Clara Cell	Tissue	OR	Gabrp, Lypd2, B430010I23Rik, Fmo3, Slc16a11	0.356770833333333	0.83030303030303	0.499089253187614
1005	MCA	Lung.Conventional dendritic cell_Mgl2 high	All	AND	Cd209a, Ccl22, Ccl17, Tnip3, Cd209c	1	0.0062111801242236	0.0123456790123457
1006	MCA	Lung.Conventional dendritic cell_Mgl2 high	Tissue	AND	Cd209a, Ccl22, Ccl17, Tnip3, Cd209c	1	0.0062111801242236	0.0123456790123457
1007	MCA	Lung.Conventional dendritic cell_Mgl2 high	All	OR	Cd209a, Ccl22, Ccl17, Tnip3, Cd209c	0.0535140920442383	0.93167701863354	0.101214574898785
1008	MCA	Lung.Conventional dendritic cell_Mgl2 high	Tissue	OR	Cd209a, Ccl22, Ccl17, Tnip3, Cd209c	0.216763005780347	0.93167701863354	0.351699882766706
1009	MCA	Lung.Dendritic cell_Naaa high	All	AND	Xcr1, A530099J19Rik, Gm30978, Cd207, Gcsam	1	0.00537634408602151	0.0106951871657754
1010	MCA	Lung.Dendritic cell_Naaa high	Tissue	AND	Xcr1, A530099J19Rik, Gm30978, Cd207, Gcsam	1	0.00537634408602151	0.0106951871657754
1011	MCA	Lung.Dendritic cell_Naaa high	All	OR	Xcr1, A530099J19Rik, Gm30978, Cd207, Gcsam	0.119489559164733	0.553763440860215	0.196564885496183
1012	MCA	Lung.Dendritic cell_Naaa high	Tissue	OR	Xcr1, A530099J19Rik, Gm30978, Cd207, Gcsam	0.673202614379085	0.553763440860215	0.607669616519174
1013	MCA	Lung.Endothelial cell_Kdr high	All	AND	Prx, Cyp1a1, Clec1a, Gm9917, Scn7a	1	0.00961538461538462	0.019047619047619
1014	MCA	Lung.Endothelial cell_Kdr high	Tissue	AND	Prx, Cyp1a1, Clec1a, Gm9917, Scn7a	1	0.00961538461538462	0.019047619047619
1015	MCA	Lung.Endothelial cell_Kdr high	All	OR	Prx, Cyp1a1, Clec1a, Gm9917, Scn7a	0.0345659163987138	0.826923076923077	0.066358024691358
1016	MCA	Lung.Endothelial cell_Kdr high	Tissue	OR	Prx, Cyp1a1, Clec1a, Gm9917, Scn7a	0.225721784776903	0.826923076923077	0.354639175257732
1017	MCA	Lung.Endothelial cell_Tmem100 high	All	AND	Foxf1, Cyp1a1, Rasgef1a, Clec1a, Sema3g	1	0.00699300699300699	0.0138888888888889
1018	MCA	Lung.Endothelial cell_Tmem100 high	Tissue	AND	Foxf1, Cyp1a1, Rasgef1a, Clec1a, Sema3g	1	0.00699300699300699	0.0138888888888889
1019	MCA	Lung.Endothelial cell_Tmem100 high	All	OR	Foxf1, Cyp1a1, Rasgef1a, Clec1a, Sema3g	0.0351384869780901	0.594405594405594	0.0663544106167057
1020	MCA	Lung.Endothelial cell_Tmem100 high	Tissue	OR	Foxf1, Cyp1a1, Rasgef1a, Clec1a, Sema3g	0.167652859960552	0.594405594405594	0.261538461538462
1021	MCA	Lung.Endothelial cells_Vwf high	All	AND	Slc6a2, Vwf, Lyve1, Ch25h, Cyp1a1	1	0.027027027027027	0.0526315789473684
1022	MCA	Lung.Endothelial cells_Vwf high	Tissue	AND	Slc6a2, Vwf, Lyve1, Ch25h, Cyp1a1	1	0.027027027027027	0.0526315789473684
1023	MCA	Lung.Endothelial cells_Vwf high	All	OR	Slc6a2, Vwf, Lyve1, Ch25h, Cyp1a1	0.0190550770033934	0.986486486486487	0.0373879641485275
1024	MCA	Lung.Endothelial cells_Vwf high	Tissue	OR	Slc6a2, Vwf, Lyve1, Ch25h, Cyp1a1	0.165158371040724	0.986486486486487	0.282945736434109
1025	MCA	Lung.Eosinophil granulocyte	All	AND	Acod1, Nlrp3, Trem1, RP24-395P13.1, Slc7a11	1	0.00754716981132075	0.0149812734082397
1026	MCA	Lung.Eosinophil granulocyte	Tissue	AND	Acod1, Nlrp3, Trem1, RP24-395P13.1, Slc7a11	1	0.00754716981132075	0.0149812734082397
1027	MCA	Lung.Eosinophil granulocyte	All	OR	Acod1, Nlrp3, Trem1, RP24-395P13.1, Slc7a11	0.0317965023847377	0.905660377358491	0.0614360680916421
1028	MCA	Lung.Eosinophil granulocyte	Tissue	OR	Acod1, Nlrp3, Trem1, RP24-395P13.1, Slc7a11	0.318725099601594	0.905660377358491	0.471512770137525
1029	MCA	Lung.NK Cell	All	AND	Ncr1, Klra8, Klrb1c, Klra13-ps, Klri2	0.5	0.0145454545454545	0.0282685512367491
1030	MCA	Lung.NK Cell	Tissue	AND	Ncr1, Klra8, Klrb1c, Klra13-ps, Klri2	0.8	0.0145454545454545	0.0285714285714286
1031	MCA	Lung.NK Cell	All	OR	Ncr1, Klra8, Klrb1c, Klra13-ps, Klri2	0.100306614104249	0.832727272727273	0.179046129788898
1032	MCA	Lung.NK Cell	Tissue	OR	Ncr1, Klra8, Klrb1c, Klra13-ps, Klri2	0.605820105820106	0.832727272727273	0.701378254211332
1033	MCA	Lung.Stromal cell_Dcn high	All	AND	Cfb, Podn, Abcc9, Ccl19, Il6	1	0.00546448087431694	0.0108695652173913
1034	MCA	Lung.Stromal cell_Dcn high	Tissue	AND	Cfb, Podn, Abcc9, Ccl19, Il6	1	0.00546448087431694	0.0108695652173913
1035	MCA	Lung.Stromal cell_Dcn high	All	OR	Cfb, Podn, Abcc9, Ccl19, Il6	0.0269607843137255	0.540983606557377	0.0513618677042802
1036	MCA	Lung.Stromal cell_Dcn high	Tissue	OR	Cfb, Podn, Abcc9, Ccl19, Il6	0.404081632653061	0.540983606557377	0.462616822429907
1037	MCA	Lung.Stromal cell_Inmt high	All	AND	Adamtsl2, Itga8, 1200007C13Rik, Gm4956, Mamdc2	1	0.00598802395209581	0.0119047619047619
1038	MCA	Lung.Stromal cell_Inmt high	Tissue	AND	Adamtsl2, Itga8, 1200007C13Rik, Gm4956, Mamdc2	1	0.00598802395209581	0.0119047619047619
1039	MCA	Lung.Stromal cell_Inmt high	All	OR	Adamtsl2, Itga8, 1200007C13Rik, Gm4956, Mamdc2	0.0453874538745387	0.736526946107784	0.0855057351407716
1040	MCA	Lung.Stromal cell_Inmt high	Tissue	OR	Adamtsl2, Itga8, 1200007C13Rik, Gm4956, Mamdc2	0.376146788990826	0.736526946107784	0.497975708502024
1041	MCA	Lung.T Cell_Cd8b1 high	All	AND	Scgb1a1, Sftpa1, Sftpc, Sftpb, Sftpd	0.0380952380952381	0.31304347826087	0.0679245283018868
1042	MCA	Lung.T Cell_Cd8b1 high	Tissue	AND	Scgb1a1, Sftpa1, Sftpc, Sftpb, Sftpd	0.0380952380952381	0.31304347826087	0.0679245283018868
1043	MCA	Lung.T Cell_Cd8b1 high	All	OR	Scgb1a1, Sftpa1, Sftpc, Sftpb, Sftpd	0.0484312486839335	1	0.0923880297248443
1044	MCA	Lung.T Cell_Cd8b1 high	Tissue	OR	Scgb1a1, Sftpa1, Sftpc, Sftpb, Sftpd	0.0662824207492795	1	0.124324324324324
1045	MCA	MammaryGlandInvolution.B cell_Cd79a high	All	AND	CAAA01098150.1, Ms4a1, Fcer2a, Cr2, Ighd	0	0	NA
1046	MCA	MammaryGlandInvolution.B cell_Cd79a high	Tissue	AND	CAAA01098150.1, Ms4a1, Fcer2a, Cr2, Ighd	NA	0	NA
1047	MCA	MammaryGlandInvolution.B cell_Cd79a high	All	OR	CAAA01098150.1, Ms4a1, Fcer2a, Cr2, Ighd	0.0182339150820526	0.790960451977401	0.0356460852959898
1048	MCA	MammaryGlandInvolution.B cell_Cd79a high	Tissue	OR	CAAA01098150.1, Ms4a1, Fcer2a, Cr2, Ighd	0.474576271186441	0.790960451977401	0.593220338983051
1049	MCA	MammaryGlandInvolution.Dendritic cell_Ccl22 high	All	AND	H2-M2, Ccl22, Pla2g4f, H2-Eb2, Nudt17	1	0.0106382978723404	0.0210526315789474
1050	MCA	MammaryGlandInvolution.Dendritic cell_Ccl22 high	Tissue	AND	H2-M2, Ccl22, Pla2g4f, H2-Eb2, Nudt17	1	0.0106382978723404	0.0210526315789474
1051	MCA	MammaryGlandInvolution.Dendritic cell_Ccl22 high	All	OR	H2-M2, Ccl22, Pla2g4f, H2-Eb2, Nudt17	0.0278551532033426	0.957446808510638	0.0541353383458647
1052	MCA	MammaryGlandInvolution.Dendritic cell_Ccl22 high	Tissue	OR	H2-M2, Ccl22, Pla2g4f, H2-Eb2, Nudt17	0.456852791878173	0.957446808510638	0.618556701030928
1053	MCA	MammaryGlandInvolution.Endothelial cell_Aqp1 high	All	AND	Selp, Csf3, Sele, Ackr1, Grrp1	0.666666666666667	0.0363636363636364	0.0689655172413793
1054	MCA	MammaryGlandInvolution.Endothelial cell_Aqp1 high	Tissue	AND	Selp, Csf3, Sele, Ackr1, Grrp1	1	0.0363636363636364	0.0701754385964912
1055	MCA	MammaryGlandInvolution.Endothelial cell_Aqp1 high	All	OR	Selp, Csf3, Sele, Ackr1, Grrp1	0.0183211192538308	1	0.0359829898593392
1056	MCA	MammaryGlandInvolution.Endothelial cell_Aqp1 high	Tissue	OR	Selp, Csf3, Sele, Ackr1, Grrp1	0.361842105263158	1	0.531400966183575
1057	MCA	MammaryGlandInvolution.Luminal cell	All	AND	Ido1, Slc5a5, Cysrt1, Cyp3a57, 1810010D01Rik	0.6	0.0175438596491228	0.0340909090909091
1058	MCA	MammaryGlandInvolution.Luminal cell	Tissue	AND	Ido1, Slc5a5, Cysrt1, Cyp3a57, 1810010D01Rik	1	0.0175438596491228	0.0344827586206897
1059	MCA	MammaryGlandInvolution.Luminal cell	All	OR	Ido1, Slc5a5, Cysrt1, Cyp3a57, 1810010D01Rik	0.0862255965292842	0.929824561403509	0.157816377171216
1060	MCA	MammaryGlandInvolution.Luminal cell	Tissue	OR	Ido1, Slc5a5, Cysrt1, Cyp3a57, 1810010D01Rik	0.771844660194175	0.929824561403509	0.843501326259947
1061	MCA	MammaryGlandInvolution.Macrophage_Apoe high	All	AND	H2-M2, Ms4a7, Stra6l, Trem2, Itgax	1	0.0142857142857143	0.028169014084507
1062	MCA	MammaryGlandInvolution.Macrophage_Apoe high	Tissue	AND	H2-M2, Ms4a7, Stra6l, Trem2, Itgax	1	0.0142857142857143	0.028169014084507
1063	MCA	MammaryGlandInvolution.Macrophage_Apoe high	All	OR	H2-M2, Ms4a7, Stra6l, Trem2, Itgax	0.0209334780586137	0.964285714285714	0.0409773865533465
1064	MCA	MammaryGlandInvolution.Macrophage_Apoe high	Tissue	OR	H2-M2, Ms4a7, Stra6l, Trem2, Itgax	0.318396226415094	0.964285714285714	0.478723404255319
1065	MCA	MammaryGlandInvolution.Macrophage_Pf4 high	All	AND	Cd209f, Pla2g2d, Cd209g, Cd209b, Clec10a	0.555555555555556	0.0342465753424658	0.064516129032258
1066	MCA	MammaryGlandInvolution.Macrophage_Pf4 high	Tissue	AND	Cd209f, Pla2g2d, Cd209g, Cd209b, Clec10a	1	0.0342465753424658	0.0662251655629139
1067	MCA	MammaryGlandInvolution.Macrophage_Pf4 high	All	OR	Cd209f, Pla2g2d, Cd209g, Cd209b, Clec10a	0.107379584622183	0.832191780821918	0.190215264187867
1068	MCA	MammaryGlandInvolution.Macrophage_Pf4 high	Tissue	OR	Cd209f, Pla2g2d, Cd209g, Cd209b, Clec10a	0.665753424657534	0.832191780821918	0.73972602739726
1069	MCA	MammaryGlandInvolution.Macrophage_Retnla high	All	AND	Fcrls, Dpep2, Retnla, Cysltr1, Mcub	0	0	NA
1070	MCA	MammaryGlandInvolution.Macrophage_Retnla high	Tissue	AND	Fcrls, Dpep2, Retnla, Cysltr1, Mcub	NA	0	NA
1071	MCA	MammaryGlandInvolution.Macrophage_Retnla high	All	OR	Fcrls, Dpep2, Retnla, Cysltr1, Mcub	0.0107240391660561	0.987730061349693	0.0212177121771218
1072	MCA	MammaryGlandInvolution.Macrophage_Retnla high	Tissue	OR	Fcrls, Dpep2, Retnla, Cysltr1, Mcub	0.117261471230881	0.987730061349693	0.209635416666667
1073	MCA	MammaryGlandInvolution.Muscle cell_Pi16 high	All	AND	Myoc, Akr1c18, Ifi205, Lrrn4cl, Fndc1	0	0	NA
1074	MCA	MammaryGlandInvolution.Muscle cell_Pi16 high	Tissue	AND	Myoc, Akr1c18, Ifi205, Lrrn4cl, Fndc1	NA	0	NA
1075	MCA	MammaryGlandInvolution.Muscle cell_Pi16 high	All	OR	Myoc, Akr1c18, Ifi205, Lrrn4cl, Fndc1	0.0469079073329504	0.827702702702703	0.0887842000362385
1076	MCA	MammaryGlandInvolution.Muscle cell_Pi16 high	Tissue	OR	Myoc, Akr1c18, Ifi205, Lrrn4cl, Fndc1	0.403624382207578	0.827702702702703	0.542635658914729
1077	MCA	MammaryGlandInvolution.NK cell_Cd8b1 high	All	AND	Dapl1, Ccr7, Klra13-ps, Ms4a4b, Trac	0	0	NA
1078	MCA	MammaryGlandInvolution.NK cell_Cd8b1 high	Tissue	AND	Dapl1, Ccr7, Klra13-ps, Ms4a4b, Trac	NA	0	NA
1079	MCA	MammaryGlandInvolution.NK cell_Cd8b1 high	All	OR	Dapl1, Ccr7, Klra13-ps, Ms4a4b, Trac	0.0252194947142089	0.886614173228346	0.0490439479071388
1080	MCA	MammaryGlandInvolution.NK cell_Cd8b1 high	Tissue	OR	Dapl1, Ccr7, Klra13-ps, Ms4a4b, Trac	0.362057877813505	0.886614173228346	0.514155251141553
1081	MCA	MammaryGlandInvolution.NK cell_Gzma high	All	AND	Klra1, Klra8, Klrc2, Klra13-ps, Klre1	0.333333333333333	0.0181818181818182	0.0344827586206897
1082	MCA	MammaryGlandInvolution.NK cell_Gzma high	Tissue	AND	Klra1, Klra8, Klrc2, Klra13-ps, Klre1	1	0.0181818181818182	0.0357142857142857
1083	MCA	MammaryGlandInvolution.NK cell_Gzma high	All	OR	Klra1, Klra8, Klrc2, Klra13-ps, Klre1	0.0185352622061483	0.745454545454545	0.0361711513012792
1084	MCA	MammaryGlandInvolution.NK cell_Gzma high	Tissue	OR	Klra1, Klra8, Klrc2, Klra13-ps, Klre1	0.308270676691729	0.745454545454545	0.436170212765957
1085	MCA	MammaryGlandInvolution.Secretory alveoli cell_Trf high	All	AND	Clca3a2, Cp, Atp6v1b1, Cck, Wisp2	1	0.011727078891258	0.0231822971548999
1086	MCA	MammaryGlandInvolution.Secretory alveoli cell_Trf high	Tissue	AND	Clca3a2, Cp, Atp6v1b1, Cck, Wisp2	1	0.011727078891258	0.0231822971548999
1087	MCA	MammaryGlandInvolution.Secretory alveoli cell_Trf high	All	OR	Clca3a2, Cp, Atp6v1b1, Cck, Wisp2	0.0983754512635379	0.929637526652452	0.177922872883085
1088	MCA	MammaryGlandInvolution.Secretory alveoli cell_Trf high	Tissue	OR	Clca3a2, Cp, Atp6v1b1, Cck, Wisp2	0.58249832999332	0.929637526652452	0.716221765913758
1089	MCA	MammaryGlandInvolution.Stromal cell	All	AND	Mmp3, Pla1a, Mlana, Cpxm1, Ctsk	0.938775510204082	0.058974358974359	0.110977080820265
1090	MCA	MammaryGlandInvolution.Stromal cell	Tissue	AND	Mmp3, Pla1a, Mlana, Cpxm1, Ctsk	0.978723404255319	0.058974358974359	0.111245465538089
1091	MCA	MammaryGlandInvolution.Stromal cell	All	OR	Mmp3, Pla1a, Mlana, Cpxm1, Ctsk	0.0561359623307828	0.978205128205128	0.10617868076816
1092	MCA	MammaryGlandInvolution.Stromal cell	Tissue	OR	Mmp3, Pla1a, Mlana, Cpxm1, Ctsk	0.569828230022405	0.978205128205128	0.720151014629542
1093	MCA	MammaryGlandInvolution.T cell_Pclaf high	All	AND	Tnfrsf4, Foxp3, Icos, Ctla4, Izumo1r	0	0	NA
1094	MCA	MammaryGlandInvolution.T cell_Pclaf high	Tissue	AND	Tnfrsf4, Foxp3, Icos, Ctla4, Izumo1r	NA	0	NA
1095	MCA	MammaryGlandInvolution.T cell_Pclaf high	All	OR	Tnfrsf4, Foxp3, Icos, Ctla4, Izumo1r	0.0243951612903226	0.664835164835165	0.0470633994554648
1096	MCA	MammaryGlandInvolution.T cell_Pclaf high	Tissue	OR	Tnfrsf4, Foxp3, Icos, Ctla4, Izumo1r	0.254736842105263	0.664835164835165	0.368340943683409
1097	MCA	MammaryGlandLactation.Adiocyte cell	All	AND	Csn1s2b, Wap, Lalba, Lao1, Slc28a3	0.0315789473684211	0.0860655737704918	0.0462046204620462
1098	MCA	MammaryGlandLactation.Adiocyte cell	Tissue	AND	Csn1s2b, Wap, Lalba, Lao1, Slc28a3	0.0316265060240964	0.0860655737704918	0.0462555066079295
1099	MCA	MammaryGlandLactation.Adiocyte cell	All	OR	Csn1s2b, Wap, Lalba, Lao1, Slc28a3	0.0169139054484958	1	0.0332651670074983
1100	MCA	MammaryGlandLactation.Adiocyte cell	Tissue	OR	Csn1s2b, Wap, Lalba, Lao1, Slc28a3	0.0180233417048308	1	0.0354085038455957
1101	MCA	MammaryGlandLactation.B cell_Igkv6-15 high	All	AND	Igkv6-15, Csn1s2b, Wap, Lalba, Lao1	0.156626506024096	0.0628019323671498	0.0896551724137931
1102	MCA	MammaryGlandLactation.B cell_Igkv6-15 high	Tissue	AND	Igkv6-15, Csn1s2b, Wap, Lalba, Lao1	0.156626506024096	0.0628019323671498	0.0896551724137931
1103	MCA	MammaryGlandLactation.B cell_Igkv6-15 high	All	OR	Igkv6-15, Csn1s2b, Wap, Lalba, Lao1	0.0143381588972778	1	0.0282709642174269
1104	MCA	MammaryGlandLactation.B cell_Igkv6-15 high	Tissue	OR	Igkv6-15, Csn1s2b, Wap, Lalba, Lao1	0.015290293987295	1	0.0301200436522372
1105	MCA	MammaryGlandLactation.B cell_Jchain high	All	AND	Ighv1-81, Ccr10, Igkv1-117, Igkv1-110, Iglv1	0.5	0.0072202166064982	0.0142348754448399
1106	MCA	MammaryGlandLactation.B cell_Jchain high	Tissue	AND	Ighv1-81, Ccr10, Igkv1-117, Igkv1-110, Iglv1	1	0.0072202166064982	0.014336917562724
1107	MCA	MammaryGlandLactation.B cell_Jchain high	All	OR	Ighv1-81, Ccr10, Igkv1-117, Igkv1-110, Iglv1	0.0717628705148206	0.830324909747292	0.132107983917289
1108	MCA	MammaryGlandLactation.B cell_Jchain high	Tissue	OR	Ighv1-81, Ccr10, Igkv1-117, Igkv1-110, Iglv1	0.294682895579757	0.830324909747292	0.434988179669031
1109	MCA	MammaryGlandLactation.Dendritic cell	All	AND	Lao1, Csn1s2b, Wap, Lalba, Thrsp	0.0200106251106782	0.478813559322034	0.0384157742648309
1110	MCA	MammaryGlandLactation.Dendritic cell	Tissue	AND	Lao1, Csn1s2b, Wap, Lalba, Thrsp	0.0200141693234148	0.478813559322034	0.0384223053383203
1111	MCA	MammaryGlandLactation.Dendritic cell	All	OR	Lao1, Csn1s2b, Wap, Lalba, Thrsp	0.0152504038772213	1	0.0300426452803768
1112	MCA	MammaryGlandLactation.Dendritic cell	Tissue	OR	Lao1, Csn1s2b, Wap, Lalba, Thrsp	0.0174324124686069	1	0.0342674604326993
1113	MCA	MammaryGlandLactation.Macrophage_C1qb high	All	AND	Lao1, Csn1s2b, Wap, Lalba, Gm12863	0.0267857142857143	0.0424528301886792	0.0328467153284672
1114	MCA	MammaryGlandLactation.Macrophage_C1qb high	Tissue	AND	Lao1, Csn1s2b, Wap, Lalba, Gm12863	0.0267857142857143	0.0424528301886792	0.0328467153284672
1115	MCA	MammaryGlandLactation.Macrophage_C1qb high	All	OR	Lao1, Csn1s2b, Wap, Lalba, Gm12863	0.0150439965938121	1	0.0296420581655481
1116	MCA	MammaryGlandLactation.Macrophage_C1qb high	Tissue	OR	Lao1, Csn1s2b, Wap, Lalba, Gm12863	0.015659624759935	1	0.0308363636363636
1117	MCA	MammaryGlandLactation.Muscle  cell	All	AND	Lao1, Csn1s2b, Wap, Lalba, Glycam1	0.0205617289351649	0.851449275362319	0.0401537804357112
1118	MCA	MammaryGlandLactation.Muscle  cell	Tissue	AND	Lao1, Csn1s2b, Wap, Lalba, Glycam1	0.0205635281764088	0.851449275362319	0.0401572112098428
1119	MCA	MammaryGlandLactation.Muscle  cell	All	OR	Lao1, Csn1s2b, Wap, Lalba, Glycam1	0.0174022698612863	1	0.0342092216162618
1120	MCA	MammaryGlandLactation.Muscle  cell	Tissue	OR	Lao1, Csn1s2b, Wap, Lalba, Glycam1	0.0203870586497267	1	0.0399594614159548
1121	MCA	MammaryGlandLactation.Natural kill cell	All	AND	Csn1s2b, Wap, Lao1, Lalba, Ighg1	0.0597014925373134	0.0196078431372549	0.029520295202952
1122	MCA	MammaryGlandLactation.Natural kill cell	Tissue	AND	Csn1s2b, Wap, Lao1, Lalba, Ighg1	0.0597014925373134	0.0196078431372549	0.029520295202952
1123	MCA	MammaryGlandLactation.Natural kill cell	All	OR	Csn1s2b, Wap, Lao1, Lalba, Ighg1	0.014435324087178	1	0.0284598214285714
1124	MCA	MammaryGlandLactation.Natural kill cell	Tissue	OR	Csn1s2b, Wap, Lao1, Lalba, Ighg1	0.015068695523711	1	0.0296900014553922
1125	MCA	MammaryGlandLactation.Secretory alveoli cell_Actb high	All	AND	Lao1, Csn1s2b, Wap, Lalba, Olah	0.0131578947368421	0.176470588235294	0.0244897959183673
1126	MCA	MammaryGlandLactation.Secretory alveoli cell_Actb high	Tissue	AND	Lao1, Csn1s2b, Wap, Lalba, Olah	0.0131636682755595	0.176470588235294	0.0244997958350347
1127	MCA	MammaryGlandLactation.Secretory alveoli cell_Actb high	All	OR	Lao1, Csn1s2b, Wap, Lalba, Olah	0.0119482710149002	1	0.0236143908876233
1128	MCA	MammaryGlandLactation.Secretory alveoli cell_Actb high	Tissue	OR	Lao1, Csn1s2b, Wap, Lalba, Olah	0.0125572462697592	1	0.0248030347242486
1129	MCA	MammaryGlandLactation.Secretory alveoli cell_Ccng1 high	All	AND	Gm15635, Pip, Btn1a1, Olah, Ucp3	1	0.00833333333333333	0.0165289256198347
1130	MCA	MammaryGlandLactation.Secretory alveoli cell_Ccng1 high	Tissue	AND	Gm15635, Pip, Btn1a1, Olah, Ucp3	1	0.00833333333333333	0.0165289256198347
1131	MCA	MammaryGlandLactation.Secretory alveoli cell_Ccng1 high	All	OR	Gm15635, Pip, Btn1a1, Olah, Ucp3	0.0120439249025859	0.566666666666667	0.0235865417967395
1132	MCA	MammaryGlandLactation.Secretory alveoli cell_Ccng1 high	Tissue	OR	Gm15635, Pip, Btn1a1, Olah, Ucp3	0.0140961857379768	0.566666666666667	0.0275080906148867
1133	MCA	MammaryGlandLactation.Secretory alveoli cell_Cfd high	All	AND	Cfd, Lao1, Csn1s2b, Wap, Lalba	0.331597222222222	0.618122977346278	0.431638418079096
1134	MCA	MammaryGlandLactation.Secretory alveoli cell_Cfd high	Tissue	AND	Cfd, Lao1, Csn1s2b, Wap, Lalba	0.331597222222222	0.618122977346278	0.431638418079096
1135	MCA	MammaryGlandLactation.Secretory alveoli cell_Cfd high	All	OR	Cfd, Lao1, Csn1s2b, Wap, Lalba	0.0178633368019424	1	0.0350996762651218
1136	MCA	MammaryGlandLactation.Secretory alveoli cell_Cfd high	Tissue	OR	Cfd, Lao1, Csn1s2b, Wap, Lalba	0.0228246417491505	1	0.0446306059074168
1137	MCA	MammaryGlandLactation.Secretory alveoli cell_Cgrrf1 high	All	AND	Btn1a1, Pip, Olah, Cgrrf1, Lao1	0.666666666666667	0.0256410256410256	0.0493827160493827
1138	MCA	MammaryGlandLactation.Secretory alveoli cell_Cgrrf1 high	Tissue	AND	Btn1a1, Pip, Olah, Cgrrf1, Lao1	0.666666666666667	0.0256410256410256	0.0493827160493827
1139	MCA	MammaryGlandLactation.Secretory alveoli cell_Cgrrf1 high	All	OR	Btn1a1, Pip, Olah, Cgrrf1, Lao1	0.00940325497287523	1	0.0186313149408814
1140	MCA	MammaryGlandLactation.Secretory alveoli cell_Cgrrf1 high	Tissue	OR	Btn1a1, Pip, Olah, Cgrrf1, Lao1	0.0194821413704105	1	0.0382196815026541
1141	MCA	MammaryGlandLactation.Secretory alveoli cell_Cide&Wfdc3&Wap high	All	AND	Wfdc3, Lao1, Cidea, Csn1s2b, Wap	0.0449908011373139	0.896666666666667	0.0856824335085205
1142	MCA	MammaryGlandLactation.Secretory alveoli cell_Cide&Wfdc3&Wap high	Tissue	AND	Wfdc3, Lao1, Cidea, Csn1s2b, Wap	0.0449908011373139	0.896666666666667	0.0856824335085205
