	gene	chr	start	end	tissue	cell.type
4281	Abcc2	chr19	43850862	43851406	Liver	Liver.hepatocyte
4282	Abcc2	chr19	43851577	43852391	Liver	Liver.hepatocyte
4283	Abcc2	chr19	43866958	43869298	Liver	Liver.hepatocyte
4284	Abcc2	chr19	43871448	43872153	Liver	Liver.hepatocyte
4285	Abcc2	chr19	43885595	43886318	Liver	Liver.hepatocyte
4286	Abcc2	chr19	43887512	43888604	Liver	Liver.hepatocyte
5962	Cox15	chr19	43841000	43841465	Liver	Liver.hepatocyte
5963	Cox15	chr19	43842033	43842982	Liver	Liver.hepatocyte
5964	Cox15	chr19	43850862	43851406	Liver	Liver.hepatocyte
5965	Cox15	chr19	43851577	43852391	Liver	Liver.hepatocyte
5966	Cox15	chr19	43866958	43869298	Liver	Liver.hepatocyte
5967	Cox15	chr19	43871448	43872153	Liver	Liver.hepatocyte
6135	Cutc	chr19	43841000	43841465	Liver	Liver.hepatocyte
6136	Cutc	chr19	43842033	43842982	Liver	Liver.hepatocyte
6137	Cutc	chr19	43850862	43851406	Liver	Liver.hepatocyte
6138	Cutc	chr19	43851577	43852391	Liver	Liver.hepatocyte
6139	Cutc	chr19	43866958	43869298	Liver	Liver.hepatocyte
6140	Cutc	chr19	43871448	43872153	Liver	Liver.hepatocyte
7528	Gm10768	chr19	43866958	43869298	Liver	Liver.hepatocyte
7529	Gm10768	chr19	43871448	43872153	Liver	Liver.hepatocyte
7530	Gm10768	chr19	43885595	43886318	Liver	Liver.hepatocyte
7531	Gm10768	chr19	43887512	43888604	Liver	Liver.hepatocyte
5115	Atoh8	chr6	72165538	72167238	Liver	Liver.hepatocyte
5116	Atoh8	chr6	72176869	72177466	Liver	Liver.hepatocyte
5117	Atoh8	chr6	72177679	72178647	Liver	Liver.hepatocyte
5118	Atoh8	chr6	72181194	72181866	Liver	Liver.hepatocyte
5119.1	Atoh8	chr6	72194042	72195668	Liver	Liver.hepatocyte
8903	Mat1a	chr14	41909447	41910179	Liver	Liver.hepatocyte
8904	Mat1a	chr14	41911720	41912641	Liver	Liver.hepatocyte
8905	Mat1a	chr14	41913442	41913724	Liver	Liver.hepatocyte
8906	Mat1a	chr14	41913862	41914417	Liver	Liver.hepatocyte
8907	Mat1a	chr14	41924226	41924745	Liver	Liver.hepatocyte
8908	Mat1a	chr14	41926144	41926707	Liver	Liver.hepatocyte
8909	Mat1a	chr14	41929553	41929998	Liver	Liver.hepatocyte
8913	Mbl1	chr14	41924226	41924745	Liver	Liver.hepatocyte
8914	Mbl1	chr14	41926144	41926707	Liver	Liver.hepatocyte
8915	Mbl1	chr14	41929553	41929998	Liver	Liver.hepatocyte
4011	1300017J02Rik	chr9	103145768	103146445	Liver	Liver.hepatocyte
11947	Srprb	chr9	103127159	103127705	Liver	Liver.hepatocyte
11948	Srprb	chr9	103145768	103146445	Liver	Liver.hepatocyte
12568	Trf	chr9	103127159	103127705	Liver	Liver.hepatocyte
12569	Trf	chr9	103145768	103146445	Liver	Liver.hepatocyte
2966	Rap1gap	chr4	137324309	137326064	Heart	Heart.cardiac muscle cell
3882	Alpl	chr4	137326658	137327676	Heart	Heart.endothelial cell
4761	Alpl	chr4	137324309	137326064	Liver	Liver.hepatocyte
4762	Alpl	chr4	137328487	137331006	Liver	Liver.hepatocyte
4763	Alpl	chr4	137337556	137338544	Liver	Liver.hepatocyte
4764	Alpl	chr4	137349797	137351014	Liver	Liver.hepatocyte
10709	Rap1gap	chr4	137324309	137326064	Liver	Liver.hepatocyte
6836	Epha2	chr4	140864130	140864794	Liver	Liver.hepatocyte
6837	Epha2	chr4	140871865	140873352	Liver	Liver.hepatocyte
6838	Epha2	chr4	140880247	140881993	Liver	Liver.hepatocyte
6989	Fam131c	chr4	140880247	140881993	Liver	Liver.hepatocyte
6805	Emg1	chr6	124623328	124624155	Liver	Liver.hepatocyte
6806	Emg1	chr6	124624454	124625029	Liver	Liver.hepatocyte
6807	Emg1	chr6	124628660	124629209	Liver	Liver.hepatocyte
6808	Emg1	chr6	124643384	124645021	Liver	Liver.hepatocyte
6809	Emg1	chr6	124648813	124649227	Liver	Liver.hepatocyte
8715	Lpcat3	chr6	124623328	124624155	Liver	Liver.hepatocyte
8716	Lpcat3	chr6	124624454	124625029	Liver	Liver.hepatocyte
8717	Lpcat3	chr6	124628660	124629209	Liver	Liver.hepatocyte
8718	Lpcat3	chr6	124643384	124645021	Liver	Liver.hepatocyte
8719	Lpcat3	chr6	124648813	124649227	Liver	Liver.hepatocyte
10031	Phb2	chr6	124623328	124624155	Liver	Liver.hepatocyte
10032	Phb2	chr6	124624454	124625029	Liver	Liver.hepatocyte
10033	Phb2	chr6	124628660	124629209	Liver	Liver.hepatocyte
10034	Phb2	chr6	124643384	124645021	Liver	Liver.hepatocyte
10035	Phb2	chr6	124648813	124649227	Liver	Liver.hepatocyte
4128	3930402G23Rik	chr8	10878721	10880748	Liver	Liver.hepatocyte
4129	3930402G23Rik	chr8	10891333	10892471	Liver	Liver.hepatocyte
4130	3930402G23Rik	chr8	10905585	10906134	Liver	Liver.hepatocyte
4131	3930402G23Rik	chr8	10910254	10911900	Liver	Liver.hepatocyte
4132	3930402G23Rik	chr8	10912297	10913008	Liver	Liver.hepatocyte
5995	Cpn2	chr16	30238715	30239469	Liver	Liver.hepatocyte
5996	Cpn2	chr16	30251950	30253142	Liver	Liver.hepatocyte
5997	Cpn2	chr16	30253226	30253842	Liver	Liver.hepatocyte
5998	Cpn2	chr16	30253976	30254452	Liver	Liver.hepatocyte
5999	Cpn2	chr16	30255147	30255598	Liver	Liver.hepatocyte
6000	Cpn2	chr16	30258606	30258883	Liver	Liver.hepatocyte
6001	Cpn2	chr16	30259283	30261008	Liver	Liver.hepatocyte
6002	Cpn2	chr16	30261080	30261879	Liver	Liver.hepatocyte
12263	Tgif1	chr17	71183496	71185232	Liver	Liver.hepatocyte
7295	Furin	chr7	87596264	87597521	Liver	Liver.hepatocyte
8986	Mettl17	chr14	52524395	52524962	Liver	Liver.hepatocyte
8987	Mettl17	chr14	52525589	52525985	Liver	Liver.hepatocyte
9390	Ndrg2	chr14	52524395	52524962	Liver	Liver.hepatocyte
9391	Ndrg2	chr14	52525589	52525985	Liver	Liver.hepatocyte
4795	Anapc11	chr11	120432424	120432836	Liver	Liver.hepatocyte
4796	Anapc11	chr11	120437911	120438354	Liver	Liver.hepatocyte
7408	Gcgr	chr11	120432424	120432836	Liver	Liver.hepatocyte
7409	Gcgr	chr11	120437911	120438354	Liver	Liver.hepatocyte
9919	Pcyt2	chr11	120432424	120432836	Liver	Liver.hepatocyte
9920	Pcyt2	chr11	120437911	120438354	Liver	Liver.hepatocyte
11428	Sirt7	chr11	120437911	120438354	Liver	Liver.hepatocyte
2018	Mgat4b	chr11	50018437	50019500	Heart	Heart.cardiac muscle cell
2019	Mgat4b	chr11	50023263	50025401	Heart	Heart.cardiac muscle cell
2020	Mgat4b	chr11	50026269	50027239	Heart	Heart.cardiac muscle cell
5289.1	Bcl2l1	chr2	152610293	152612181	Liver	Liver.hepatocyte
9086	Mob3b	chr4	35060250	35061849	Liver	Liver.hepatocyte
9087	Mob3b	chr4	35067922	35069065	Liver	Liver.hepatocyte
9088	Mob3b	chr4	35072450	35073129	Liver	Liver.hepatocyte
9089	Mob3b	chr4	35080649	35081222	Liver	Liver.hepatocyte
9090	Mob3b	chr4	35081286	35081707	Liver	Liver.hepatocyte
848.1	Dand5	chr8	87310126	87310762	Heart	Heart.cardiac muscle cell
849.1	Dand5	chr8	87312625	87313668	Heart	Heart.cardiac muscle cell
850.1	Dand5	chr8	87313688	87315000	Heart	Heart.cardiac muscle cell
851.1	Dand5	chr8	87316441	87316865	Heart	Heart.cardiac muscle cell
852.1	Dand5	chr8	87317092	87317598	Heart	Heart.cardiac muscle cell
853.1	Dand5	chr8	87317663	87318836	Heart	Heart.cardiac muscle cell
1254.1	Gadd45gip1	chr8	87310126	87310762	Heart	Heart.cardiac muscle cell
1255.1	Gadd45gip1	chr8	87312625	87313668	Heart	Heart.cardiac muscle cell
1256.1	Gadd45gip1	chr8	87313688	87315000	Heart	Heart.cardiac muscle cell
1257.1	Gadd45gip1	chr8	87316441	87316865	Heart	Heart.cardiac muscle cell
1258.1	Gadd45gip1	chr8	87317092	87317598	Heart	Heart.cardiac muscle cell
1259.1	Gadd45gip1	chr8	87317663	87318836	Heart	Heart.cardiac muscle cell
3919.1	Fscn1	chr5	143682067	143683119	Heart	Heart.endothelial cell
3920.1	Fscn1	chr5	143690542	143691476	Heart	Heart.endothelial cell
8710	Lonp2	chr8	89117077	89119033	Liver	Liver.hepatocyte
8711	Lonp2	chr8	89122788	89123093	Liver	Liver.hepatocyte
8712	Lonp2	chr8	89124212	89124941	Liver	Liver.hepatocyte
8713	Lonp2	chr8	89150136	89150602	Liver	Liver.hepatocyte
5211	Azgp1	chr5	138414839	138415280	Liver	Liver.hepatocyte
5212	Azgp1	chr5	138415577	138416464	Liver	Liver.hepatocyte
5213	Azgp1	chr5	138416760	138417046	Liver	Liver.hepatocyte
5214	Azgp1	chr5	138420328	138420651	Liver	Liver.hepatocyte
1849	Lpin1	chr12	16590219	16591477	Heart	Heart.cardiac muscle cell
1850	Lpin1	chr12	16598196	16599025	Heart	Heart.cardiac muscle cell
8723	Lpin1	chr12	16593840	16594443	Liver	Liver.hepatocyte
3270	Slc25a42	chr8	72716865	72717825	Heart	Heart.cardiac muscle cell
3271	Slc25a42	chr8	72723628	72724858	Heart	Heart.cardiac muscle cell
3272	Slc25a42	chr8	72735149	72737240	Heart	Heart.cardiac muscle cell
3273	Slc25a42	chr8	72740212	72740893	Heart	Heart.cardiac muscle cell
3405	Sugp2	chr8	72716865	72717825	Heart	Heart.cardiac muscle cell
3406	Sugp2	chr8	72723628	72724858	Heart	Heart.cardiac muscle cell
3407	Sugp2	chr8	72735149	72737240	Heart	Heart.cardiac muscle cell
3408	Sugp2	chr8	72740212	72740893	Heart	Heart.cardiac muscle cell
5029	Armc6	chr8	72718019	72718864	Liver	Liver.hepatocyte
5030	Armc6	chr8	72721423	72721999	Liver	Liver.hepatocyte
5031	Armc6	chr8	72723628	72724858	Liver	Liver.hepatocyte
5032	Armc6	chr8	72731994	72732367	Liver	Liver.hepatocyte
5033	Armc6	chr8	72735149	72737240	Liver	Liver.hepatocyte
11622	Slc25a42	chr8	72718019	72718864	Liver	Liver.hepatocyte
11623	Slc25a42	chr8	72721423	72721999	Liver	Liver.hepatocyte
11624	Slc25a42	chr8	72723628	72724858	Liver	Liver.hepatocyte
11625	Slc25a42	chr8	72731994	72732367	Liver	Liver.hepatocyte
11626	Slc25a42	chr8	72735149	72737240	Liver	Liver.hepatocyte
12398	Tmem161a	chr8	72718019	72718864	Liver	Liver.hepatocyte
12399	Tmem161a	chr8	72721423	72721999	Liver	Liver.hepatocyte
12400	Tmem161a	chr8	72723628	72724858	Liver	Liver.hepatocyte
12401	Tmem161a	chr8	72731994	72732367	Liver	Liver.hepatocyte
12402	Tmem161a	chr8	72735149	72737240	Liver	Liver.hepatocyte
4445	Acox2	chr14	9076431	9077561	Liver	Liver.hepatocyte
4446	Acox2	chr14	9092728	9093174	Liver	Liver.hepatocyte
8466	Kctd6	chr14	9076431	9077561	Liver	Liver.hepatocyte
8467	Kctd6	chr14	9092728	9093174	Liver	Liver.hepatocyte
9770	Osbpl1a	chr18	13027431	13028170	Liver	Liver.hepatocyte
6171	Cyb5r3	chr15	82985973	82986978	Liver	Liver.hepatocyte
6172	Cyb5r3	chr15	82993012	82993951	Liver	Liver.hepatocyte
6173	Cyb5r3	chr15	82999209	83000284	Liver	Liver.hepatocyte
10220	Poldip3	chr15	82985973	82986978	Liver	Liver.hepatocyte
10221	Poldip3	chr15	82993012	82993951	Liver	Liver.hepatocyte
10222	Poldip3	chr15	82999209	83000284	Liver	Liver.hepatocyte
11021	Rrp7a	chr15	82985973	82986978	Liver	Liver.hepatocyte
11022	Rrp7a	chr15	82993012	82993951	Liver	Liver.hepatocyte
11023	Rrp7a	chr15	82999209	83000284	Liver	Liver.hepatocyte
3957	Tnfaip8l1	chr17	56324611	56325709	Heart	Heart.endothelial cell
6622	Dpp9	chr17	56308034	56308363	Liver	Liver.hepatocyte
6623	Dpp9	chr17	56309213	56310392	Liver	Liver.hepatocyte
6624	Dpp9	chr17	56310893	56311865	Liver	Liver.hepatocyte
8736	Lrg1	chr17	56305180	56305536	Liver	Liver.hepatocyte
8737	Lrg1	chr17	56308034	56308363	Liver	Liver.hepatocyte
8738	Lrg1	chr17	56309213	56310392	Liver	Liver.hepatocyte
10164	Plin5	chr17	56305180	56305536	Liver	Liver.hepatocyte
12467	Tnfaip8l1	chr17	56305180	56305536	Liver	Liver.hepatocyte
12468	Tnfaip8l1	chr17	56308034	56308363	Liver	Liver.hepatocyte
12469	Tnfaip8l1	chr17	56309213	56310392	Liver	Liver.hepatocyte
12470	Tnfaip8l1	chr17	56310893	56311865	Liver	Liver.hepatocyte
198.1	Acad12	chr5	122033745	122034772	Heart	Heart.cardiac muscle cell
1935.1	Mapkapk5	chr5	122033745	122034772	Heart	Heart.cardiac muscle cell
4366.1	Acad12	chr5	122031883	122032464	Liver	Liver.hepatocyte
4709.1	Aldh2	chr5	122031883	122032464	Liver	Liver.hepatocyte
8877.1	Mapkapk5	chr5	122031883	122032464	Liver	Liver.hepatocyte
13356.1	Aldh2	chr5	122035872	122037678	Spleen	Spleen.B cell
406	As3mt	chr19	46744847	46745887	Heart	Heart.cardiac muscle cell
5040	As3mt	chr19	46732273	46733823	Liver	Liver.hepatocyte
5041	As3mt	chr19	46742353	46743404	Liver	Liver.hepatocyte
6176	Cyp17a1	chr19	46732273	46733823	Liver	Liver.hepatocyte
6177	Cyp17a1	chr19	46742353	46743404	Liver	Liver.hepatocyte
9854	Parp16	chr9	65049071	65050436	Liver	Liver.hepatocyte
9855	Parp16	chr9	65083320	65083945	Liver	Liver.hepatocyte
12549.1	Trak1	chr9	121261194	121261817	Liver	Liver.hepatocyte
12550.1	Trak1	chr9	121263875	121265463	Liver	Liver.hepatocyte
12551	Trak1	chr9	121289375	121290012	Liver	Liver.hepatocyte
12552	Trak1	chr9	121290356	121290727	Liver	Liver.hepatocyte
632.1	Chd2	chr7	80723613	80724640	Heart	Heart.cardiac muscle cell
633.1	Chd2	chr7	80728255	80729953	Heart	Heart.cardiac muscle cell
634.1	Chd2	chr7	80733138	80734779	Heart	Heart.cardiac muscle cell
9579	Npc1	chr18	12378452	12378901	Liver	Liver.hepatocyte
9580	Npc1	chr18	12379268	12380283	Liver	Liver.hepatocyte
9581	Npc1	chr18	12381049	12381462	Liver	Liver.hepatocyte
9582	Npc1	chr18	12392797	12393208	Liver	Liver.hepatocyte
4221	AI463170	chr12	77641667	77642997	Liver	Liver.hepatocyte
10144	Plekhg3	chr12	77641667	77642997	Liver	Liver.hepatocyte
7863	Haao	chr17	84235367	84236292	Liver	Liver.hepatocyte
7864	Haao	chr17	84240276	84241085	Liver	Liver.hepatocyte
6528	Dio1	chr4	106972284	106972967	Liver	Liver.hepatocyte
6529	Dio1	chr4	106974468	106975035	Liver	Liver.hepatocyte
6530	Dio1	chr4	106975250	106976048	Liver	Liver.hepatocyte
6531	Dio1	chr4	106976117	106976516	Liver	Liver.hepatocyte
8165	Hspb11	chr4	106972284	106972967	Liver	Liver.hepatocyte
8166	Hspb11	chr4	106974468	106975035	Liver	Liver.hepatocyte
8167	Hspb11	chr4	106975250	106976048	Liver	Liver.hepatocyte
8765	Lrrc42	chr4	106972284	106972967	Liver	Liver.hepatocyte
8766	Lrrc42	chr4	106974468	106975035	Liver	Liver.hepatocyte
8767	Lrrc42	chr4	106975250	106976048	Liver	Liver.hepatocyte
13097	Yipf1	chr4	106972284	106972967	Liver	Liver.hepatocyte
13098	Yipf1	chr4	106974468	106975035	Liver	Liver.hepatocyte
13099	Yipf1	chr4	106975250	106976048	Liver	Liver.hepatocyte
13100	Yipf1	chr4	106976117	106976516	Liver	Liver.hepatocyte
9903	Pcsk7	chr9	45725103	45726447	Liver	Liver.hepatocyte
9904	Pcsk7	chr9	45740093	45741829	Liver	Liver.hepatocyte
10955	Rnf214	chr9	45725103	45726447	Liver	Liver.hepatocyte
10956	Rnf214	chr9	45740093	45741829	Liver	Liver.hepatocyte
11397	Sidt2	chr9	45725103	45726447	Liver	Liver.hepatocyte
11398	Sidt2	chr9	45740093	45741829	Liver	Liver.hepatocyte
11459	Slc12a7	chr13	73894109	73895032	Liver	Liver.hepatocyte
11460	Slc12a7	chr13	73906920	73908021	Liver	Liver.hepatocyte
11461	Slc12a7	chr13	73909890	73911838	Liver	Liver.hepatocyte
836	D5Ertd579e	chr5	37103660	37105357	Heart	Heart.cardiac muscle cell
837	D5Ertd579e	chr5	37129834	37130873	Heart	Heart.cardiac muscle cell
838	D5Ertd579e	chr5	37130932	37131603	Heart	Heart.cardiac muscle cell
6329	D5Ertd579e	chr5	37103660	37105357	Liver	Liver.hepatocyte
6330	D5Ertd579e	chr5	37117098	37118120	Liver	Liver.hepatocyte
6331	D5Ertd579e	chr5	37129834	37130873	Liver	Liver.hepatocyte
3392	Stk11	chr10	79556468	79557915	Heart	Heart.cardiac muscle cell
5146	Atp5d	chr10	79556468	79557915	Liver	Liver.hepatocyte
12011	Stk11	chr10	79556468	79557915	Liver	Liver.hepatocyte
7452	Gfod2	chr8	108322285	108323780	Liver	Liver.hepatocyte
10700	Ranbp10	chr8	108322285	108323780	Liver	Liver.hepatocyte
11649	Slc27a2	chr2	126371831	126372522	Liver	Liver.hepatocyte
11650	Slc27a2	chr2	126375418	126375861	Liver	Liver.hepatocyte
11651	Slc27a2	chr2	126377705	126379927	Liver	Liver.hepatocyte
11652	Slc27a2	chr2	126380998	126381687	Liver	Liver.hepatocyte
11653	Slc27a2	chr2	126387404	126387846	Liver	Liver.hepatocyte
1466.1	Hfe2	chr3	96358892	96359705	Heart	Heart.cardiac muscle cell
1467.1	Hfe2	chr3	96363889	96364275	Heart	Heart.cardiac muscle cell
1468.1	Hfe2	chr3	96365863	96366647	Heart	Heart.cardiac muscle cell
1469.1	Hfe2	chr3	96367667	96369075	Heart	Heart.cardiac muscle cell
1470.1	Hfe2	chr3	96373342	96374031	Heart	Heart.cardiac muscle cell
1471.1	Hfe2	chr3	96374502	96375015	Heart	Heart.cardiac muscle cell
1472.1	Hfe2	chr3	96375771	96376222	Heart	Heart.cardiac muscle cell
1473.1	Hfe2	chr3	96377845	96378497	Heart	Heart.cardiac muscle cell
7965.1	Hfe2	chr3	96358892	96359705	Liver	Liver.hepatocyte
3138	Sds	chr5	120966022	120967125	Heart	Heart.cardiac muscle cell
3142	Sdsl	chr5	120966022	120967125	Heart	Heart.cardiac muscle cell
10124	Plbd2	chr5	120966022	120967125	Liver	Liver.hepatocyte
10125	Plbd2	chr5	120981239	120982386	Liver	Liver.hepatocyte
11173	Sds	chr5	120966022	120967125	Liver	Liver.hepatocyte
11174	Sdsl	chr5	120966022	120967125	Liver	Liver.hepatocyte
4988	Arhgap42	chr9	9220888	9222453	Liver	Liver.hepatocyte
4327	Abhd6	chr14	8829672	8830335	Liver	Liver.hepatocyte
4328	Abhd6	chr14	8832724	8833238	Liver	Liver.hepatocyte
4329	Abhd6	chr14	8864373	8865467	Liver	Liver.hepatocyte
4330	Abhd6	chr14	8870975	8872698	Liver	Liver.hepatocyte
11001	Rpp14	chr14	8864373	8865467	Liver	Liver.hepatocyte
11002	Rpp14	chr14	8870975	8872698	Liver	Liver.hepatocyte
7182	Fgf1	chr18	39029454	39030880	Liver	Liver.hepatocyte
7183	Fgf1	chr18	39037700	39038898	Liver	Liver.hepatocyte
7184	Fgf1	chr18	39047580	39048633	Liver	Liver.hepatocyte
8988	Mettl17	chr14	52548620	52550863	Liver	Liver.hepatocyte
9392	Ndrg2	chr14	52548620	52550863	Liver	Liver.hepatocyte
9393	Ndrg2	chr14	52557842	52558241	Liver	Liver.hepatocyte
9394	Ndrg2	chr14	52560072	52562220	Liver	Liver.hepatocyte
9395	Ndrg2	chr14	52562289	52562790	Liver	Liver.hepatocyte
9396	Ndrg2	chr14	52563006	52563512	Liver	Liver.hepatocyte
11123	Scp2	chr4	107742958	107744444	Liver	Liver.hepatocyte
11124	Scp2	chr4	107744670	107745114	Liver	Liver.hepatocyte
11125	Scp2	chr4	107749833	107750578	Liver	Liver.hepatocyte
5350	Bloc1s1	chr10	128401768	128403595	Liver	Liver.hepatocyte
8393	Itga7	chr10	128401768	128403595	Liver	Liver.hepatocyte
8994	Mettl7b	chr10	128401768	128403595	Liver	Liver.hepatocyte
10793	Rdh5	chr10	128401768	128403595	Liver	Liver.hepatocyte
6113	Ctdsp1	chr1	74425167	74426798	Liver	Liver.hepatocyte
6114.1	Ctdsp1	chr1	74432992	74433966	Liver	Liver.hepatocyte
6115	Ctdsp1	chr1	74443584	74445100	Liver	Liver.hepatocyte
10202	Pnkd	chr1	74425167	74426798	Liver	Liver.hepatocyte
8672.1	Lims2	chr18	32094550	32095446	Liver	Liver.hepatocyte
7639	Gpam	chr19	55169739	55170449	Liver	Liver.hepatocyte
7640	Gpam	chr19	55190012	55190592	Liver	Liver.hepatocyte
7641	Gpam	chr19	55193984	55195576	Liver	Liver.hepatocyte
7642	Gpam	chr19	55196297	55198148	Liver	Liver.hepatocyte
7643	Gpam	chr19	55199328	55199869	Liver	Liver.hepatocyte
7644	Gpam	chr19	55213426	55214411	Liver	Liver.hepatocyte
7645	Gpam	chr19	55219272	55220046	Liver	Liver.hepatocyte
11980	Stard13	chr5	151944584	151946384	Liver	Liver.hepatocyte
11981	Stard13	chr5	151968684	151969365	Liver	Liver.hepatocyte
11982	Stard13	chr5	151976392	151978347	Liver	Liver.hepatocyte
11983	Stard13	chr5	151978424	151979302	Liver	Liver.hepatocyte
10949	Rnf186	chr4	138524103	138524445	Liver	Liver.hepatocyte
10950	Rnf186	chr4	138531845	138532389	Liver	Liver.hepatocyte
7256	Foxa1	chr12	58637804	58638320	Liver	Liver.hepatocyte
7257	Foxa1	chr12	58639155	58640926	Liver	Liver.hepatocyte
7258	Foxa1	chr12	58643083	58643531	Liver	Liver.hepatocyte
7259	Foxa1	chr12	58643996	58644633	Liver	Liver.hepatocyte
7610	Gne	chr4	44079389	44080132	Liver	Liver.hepatocyte
7611	Gne	chr4	44081704	44081973	Liver	Liver.hepatocyte
7612	Gne	chr4	44083553	44083924	Liver	Liver.hepatocyte
1842	Lmod3	chr6	97215041	97216260	Heart	Heart.cardiac muscle cell
1843	Lmod3	chr6	97226394	97227568	Heart	Heart.cardiac muscle cell
1844	Lmod3	chr6	97227746	97229364	Heart	Heart.cardiac muscle cell
8234	Il15ra	chr2	11614633	11616322	Liver	Liver.hepatocyte
8235	Il15ra	chr2	11616402	11616811	Liver	Liver.hepatocyte
8236	Il15ra	chr2	11617000	11617960	Liver	Liver.hepatocyte
8237	Il15ra	chr2	11634075	11635398	Liver	Liver.hepatocyte
11090	Sc5d	chr9	42068598	42069140	Liver	Liver.hepatocyte
11091	Sc5d	chr9	42078740	42079022	Liver	Liver.hepatocyte
11092	Sc5d	chr9	42079408	42080008	Liver	Liver.hepatocyte
11093	Sc5d	chr9	42083082	42084207	Liver	Liver.hepatocyte
11006	Rps19bp1	chr15	80079047	80079718	Liver	Liver.hepatocyte
11746	Slc6a12	chr6	121253524	121254283	Liver	Liver.hepatocyte
11747	Slc6a12	chr6	121255639	121255982	Liver	Liver.hepatocyte
11748	Slc6a12	chr6	121260732	121261610	Liver	Liver.hepatocyte
11751	Slc6a13	chr6	121253524	121254283	Liver	Liver.hepatocyte
11752	Slc6a13	chr6	121255639	121255982	Liver	Liver.hepatocyte
11753	Slc6a13	chr6	121260732	121261610	Liver	Liver.hepatocyte
4473	Acsm5	chr7	126665320	126665775	Liver	Liver.hepatocyte
4474	Acsm5	chr7	126671648	126672771	Liver	Liver.hepatocyte
9949	Pdilt	chr7	126665320	126665775	Liver	Liver.hepatocyte
9950	Pdilt	chr7	126671648	126672771	Liver	Liver.hepatocyte
6339	Daam1	chr12	72937031	72938342	Liver	Liver.hepatocyte
6340	Daam1	chr12	72938436	72938987	Liver	Liver.hepatocyte
6341	Daam1	chr12	72948936	72950440	Liver	Liver.hepatocyte
6342	Daam1	chr12	72964538	72965811	Liver	Liver.hepatocyte
6343	Daam1	chr12	72976247	72977707	Liver	Liver.hepatocyte
6344	Daam1	chr12	72985679	72988169	Liver	Liver.hepatocyte
1578.1	Insr	chr8	3230189	3231598	Heart	Heart.cardiac muscle cell
1579.1	Insr	chr8	3236765	3238119	Heart	Heart.cardiac muscle cell
1580	Insr	chr8	3246793	3248071	Heart	Heart.cardiac muscle cell
8318.1	Insr	chr8	3230189	3231598	Liver	Liver.hepatocyte
8319.1	Insr	chr8	3240784	3241303	Liver	Liver.hepatocyte
8320.1	Insr	chr8	3243049	3243946	Liver	Liver.hepatocyte
8321	Insr	chr8	3249936	3250467	Liver	Liver.hepatocyte
8322	Insr	chr8	3256171	3256964	Liver	Liver.hepatocyte
4071	2210016L21Rik	chr5	115400845	115401930	Liver	Liver.hepatocyte
4072	2210016L21Rik	chr5	115414414	115415992	Liver	Liver.hepatocyte
8046	Hnf1a	chr5	115400845	115401930	Liver	Liver.hepatocyte
8047	Hnf1a	chr5	115414414	115415992	Liver	Liver.hepatocyte
9712	Oasl1	chr5	115400845	115401930	Liver	Liver.hepatocyte
9713	Oasl1	chr5	115414414	115415992	Liver	Liver.hepatocyte
1851.1	Lpin1	chr12	16625136	16626852	Heart	Heart.cardiac muscle cell
1852.1	Lpin1	chr12	16636870	16638356	Heart	Heart.cardiac muscle cell
1853.1	Lpin1	chr12	16640698	16641569	Heart	Heart.cardiac muscle cell
2410.1	Ntsr2	chr12	16625136	16626852	Heart	Heart.cardiac muscle cell
2411.1	Ntsr2	chr12	16636870	16638356	Heart	Heart.cardiac muscle cell
2412.1	Ntsr2	chr12	16640698	16641569	Heart	Heart.cardiac muscle cell
8724.1	Lpin1	chr12	16625136	16626852	Liver	Liver.hepatocyte
8725.1	Lpin1	chr12	16640698	16641569	Liver	Liver.hepatocyte
8397	Itih1	chr14	31720836	31721735	Liver	Liver.hepatocyte
8405	Itih3	chr14	31720836	31721735	Liver	Liver.hepatocyte
8409	Itih4	chr14	31720836	31721735	Liver	Liver.hepatocyte
9461	Nek4	chr14	31720836	31721735	Liver	Liver.hepatocyte
10765	Rbm4b	chr19	4716132	4716526	Liver	Liver.hepatocyte
10766	Rbm4b	chr19	4717212	4717640	Liver	Liver.hepatocyte
10767	Rbm4b	chr19	4718431	4722031	Liver	Liver.hepatocyte
7405	Gcgr	chr11	120390085	120393345	Liver	Liver.hepatocyte
9130	Mrpl12	chr11	120390085	120393345	Liver	Liver.hepatocyte
11569	Slc25a10	chr11	120390085	120393345	Liver	Liver.hepatocyte
7298	Fxyd1	chr7	31841958	31842521	Liver	Liver.hepatocyte
7299	Fxyd1	chr7	31842622	31843184	Liver	Liver.hepatocyte
749	Cox8b	chr7	148088309	148089641	Heart	Heart.cardiac muscle cell
750	Cox8b	chr7	148093653	148095104	Heart	Heart.cardiac muscle cell
3206	Sirt3	chr7	148088309	148089641	Heart	Heart.cardiac muscle cell
3207	Sirt3	chr7	148093653	148095104	Heart	Heart.cardiac muscle cell
5231	BC024386	chr7	148088309	148089641	Liver	Liver.hepatocyte
5232	BC024386	chr7	148093653	148095104	Liver	Liver.hepatocyte
5233	BC024386	chr7	148098076	148100725	Liver	Liver.hepatocyte
5234	BC024386	chr7	148108001	148109658	Liver	Liver.hepatocyte
5235	BC024386	chr7	148112756	148113437	Liver	Liver.hepatocyte
5326	Bet1l	chr7	148088309	148089641	Liver	Liver.hepatocyte
