"atlas","dataset","celltype","total_cells","total_features","rho","pvalue"
"MCA","MammaryGlandPregnancy","Myoepithelial cell",94,12439,0.626008788432606,0
"MCA","MammaryGlandPregnancy","Neuron",4,1644,0.811719225594215,0
"MCA","MammaryGlandPregnancy","NK cell_Gzma high",143,11387,0.582099697964786,0
"MCA","MammaryGlandPregnancy","NK_cells_Gzmb high",183,13896,0.604443245236911,0
"MCA","MammaryGlandPregnancy","Secretory alveoli cell",234,15063,0.593244889242523,0
"MCA","MammaryGlandPregnancy","Stromal cell",196,14008,0.591130680452398,0
"MCA","MammaryGlandPregnancy","T cell",954,15524,0.599359266717823,0
"MCA","MammaryGlandPregnancy","T cell_Grwd1 high",6,2447,0.805054916474154,0
"MCA","MammaryGlandVirgin","B cell_Cd79a&Fcer2a high",248,9679,0.640078098351395,0
"MCA","MammaryGlandVirgin","B cell_Cd79a&Iglc2 high",742,11301,0.579321457080474,0
"MCA","MammaryGlandVirgin","B cell_Jchain high",9,2919,0.747369560568541,0
"MCA","MammaryGlandVirgin","Dendritic cell_Cst3 high",111,8541,0.635762298881509,0
"MCA","MammaryGlandVirgin","Dendritic cell_Fscn1 high",224,9894,0.607570692163688,0
"MCA","MammaryGlandVirgin","Dendritic cell_Siglech high",68,7068,0.620305035415565,0
"MCA","MammaryGlandVirgin","Dividing cell",265,10900,0.578409974681699,0
"MCA","MammaryGlandVirgin","Luminal cell_Krt19 high",160,10808,0.593095803699697,0
"MCA","MammaryGlandVirgin","Luminal progenitor",56,8610,0.638947259430044,0
"MCA","MammaryGlandVirgin","Macrophage_C1qc high",106,8892,0.589655184762987,0
"MCA","MammaryGlandVirgin","Macrophage_Lyz1 high",199,9948,0.59192069768747,0
"MCA","MammaryGlandVirgin","NK cell",104,8100,0.603847083603103,0
"MCA","MammaryGlandVirgin","Stem and progenitor cell",145,9065,0.594052825897518,0
"MCA","MammaryGlandVirgin","Stromal cell_Col3a1 high",464,12040,0.547316220562812,0
"MCA","MammaryGlandVirgin","Stromal cell_Pi16 high",93,9574,0.600383165837261,0
"MCA","MammaryGlandVirgin","T cell_Cd8b1 high",1788,12386,0.614606744231601,0
"MCA","MammaryGlandVirgin","T cell_Ly6c2 high",441,10659,0.636536754693466,0
"MCA","MammaryGlandVirgin","T-cells_Ctla4 high",157,9419,0.600055993229406,0
"MCA","MesenchymalStemCells","B cell",441,11800,0.557720123662619,0
"MCA","MesenchymalStemCells","Basophils",244,11053,0.568741670628242,0
"MCA","MesenchymalStemCells","CXCL12-abundant reticular cell",66,8633,0.579363117616399,0
"MCA","MesenchymalStemCells","Endothelial cells",84,8974,0.574894754796166,0
"MCA","MesenchymalStemCells","Endothelial cells_Ly6c1 high",184,10772,0.541540425818335,0
"MCA","MesenchymalStemCells","Eosinophils",86,8992,0.578794774056598,0
"MCA","MesenchymalStemCells","Erythroblast",657,12138,0.556191668181295,0
"MCA","MesenchymalStemCells","Erythrocytes",929,12346,0.611997356838366,0
"MCA","MesenchymalStemCells","Fibroblasts",333,11230,0.604688834758153,0
"MCA","MesenchymalStemCells","Granulocyte monocyte progenitors",42,7539,0.644774934831224,0
"MCA","MesenchymalStemCells","Megakaryocyte",56,8103,0.587587959369592,0
"MCA","MesenchymalStemCells","Mesenchymal stem cell_Cxcl1 high",3697,14679,0.595552031543578,0
"MCA","MesenchymalStemCells","Mesenchymal stem cell_Cxcl10 high",58,8201,0.641712286434951,0
"MCA","MesenchymalStemCells","Mesenchymal stem cell_Tmsb10 high",3564,14443,0.579227345770526,0
"MCA","MesenchymalStemCells","MSC",82,9122,0.572355122079263,0
"MCA","MesenchymalStemCells","Myoblast",62,7915,0.569381218769052,0
"MCA","MesenchymalStemCells","Neutrophil",461,11741,0.530365549508021,0
"MCA","MesenchymalStemCells","Osteoblasts",470,11622,0.544142272272849,0
"MCA","MesenchymalStemCells","Proerythrocytes",1522,13632,0.607334837158653,0
"MCA","MesenchymalStemCells","Stromal cell_Cnmd high",210,11163,0.582868416122169,0
"MCA","MesenchymalStemCells","Stromal cell_Col10a1_high",65,8416,0.618419349219712,0
"MCA","MesenchymalStemCells","Stromal cell_Col1a2 high",1371,13358,0.579645006275443,0
"MCA","MesenchymalStemCellsPrimary","B cell",441,12839,0.557065757714379,0
"MCA","MesenchymalStemCellsPrimary","Basophils",244,11943,0.570302278074276,0
"MCA","MesenchymalStemCellsPrimary","CXCL12-abundant reticular cell",66,9113,0.580173218478713,0
"MCA","MesenchymalStemCellsPrimary","Endothelial cells",84,9520,0.572168080493578,0
"MCA","MesenchymalStemCellsPrimary","Endothelial cells_Ly6c1 high",184,11547,0.53893151411633,0
"MCA","MesenchymalStemCellsPrimary","Eosinophils",86,9506,0.584327471560758,0
"MCA","MesenchymalStemCellsPrimary","Erythroblast",657,13252,0.55537749926366,0
"MCA","MesenchymalStemCellsPrimary","Erythrocytes",929,13456,0.614229331072718,0
"MCA","MesenchymalStemCellsPrimary","Fibroblasts",333,12030,0.603633056058483,0
"MCA","MesenchymalStemCellsPrimary","Granulocyte monocyte progenitors",42,7929,0.64986631066483,0
"MCA","MesenchymalStemCellsPrimary","Megakaryocyte",56,8581,0.586762185596022,0
"MCA","MesenchymalStemCellsPrimary","MSC",82,9660,0.571643385448661,0
"MCA","MesenchymalStemCellsPrimary","Myoblast",62,8326,0.568604390634835,0
"MCA","MesenchymalStemCellsPrimary","Neutrophil",461,12831,0.535723375892799,0
"MCA","MesenchymalStemCellsPrimary","Osteoblasts",470,12611,0.544028914173045,0
"MCA","MesenchymalStemCellsPrimary","Proerythrocytes",1522,15321,0.605600416269447,0
"MCA","MesenchymalStemCellsPrimary","Stromal cell_Cnmd high",210,12037,0.590879864798519,0
"MCA","MesenchymalStemCellsPrimary","Stromal cell_Col10a1_high",65,8896,0.622876616944374,0
"MCA","MesenchymalStemCellsPrimary","Stromal cell_Col1a2 high",1371,14922,0.577890969115739,0
"MCA","Muscle","B cell_Jchain high",22,4578,0.656766351074911,0
"MCA","Muscle","B cell_Vpreb3 high",102,8555,0.562616470584786,0
"MCA","Muscle","Dendritic cell",10,2395,0.727126897988828,0
"MCA","Muscle","Endothelial cell",27,4458,0.619449572921235,0
"MCA","Muscle","Erythroblast_Car1 high",31,7983,0.685135435767339,0
"MCA","Muscle","Erythroblast_Car2 high",181,7694,0.543554691349991,0
"MCA","Muscle","Granulocyte monocyte progenitor cell",83,8840,0.606421093823074,0
"MCA","Muscle","Macrophage_Ms4a6c high",138,9461,0.574175664346179,0
"MCA","Muscle","Macrophage_Retnla high",25,5395,0.654835826471582,0
"MCA","Muscle","Neutrophil_Camp high",171,7915,0.558110248142094,0
"MCA","Muscle","Neutrophil_Prg2 high",8,2178,0.726584202600118,0
"MCA","Muscle","Neutrophil_Retnlg high",137,6524,0.593452513496736,0
"MCA","Muscle","Stromal cell",23,5276,0.644242243184904,0
"MCA","Muscle","T cell",9,2238,0.747341882100137,0
"MCA","NeonatalCalvaria","Dividng cell",184,10631,0.584022116439954,0
"MCA","NeonatalCalvaria","Endothelial cell",74,8075,0.612939937576435,0
"MCA","NeonatalCalvaria","Erythroblast",51,5535,0.636234623804217,0
"MCA","NeonatalCalvaria","Granulocyte monocyte progenitor cell",41,6428,0.656304299593765,0
"MCA","NeonatalCalvaria","Mast cell",98,8269,0.596416592802629,0
"MCA","NeonatalCalvaria","Muscle cell_Actc1 high",32,5109,0.707615834945501,0
"MCA","NeonatalCalvaria","Muscle cell_Junb high",437,11864,0.602172024788874,0
"MCA","NeonatalCalvaria","Muscle cell_Myl9 high",28,5124,0.64703703376742,0
"MCA","NeonatalCalvaria","Neuron",156,11484,0.542295807751582,0
"MCA","NeonatalCalvaria","Neutrophil",165,8696,0.61224310971985,0
"MCA","NeonatalCalvaria","Osteoblast ",1120,14084,0.607620602656042,0
"MCA","NeonatalCalvaria","Preosteoblast/Osteoblast/Bone cell/Cartilage cell",5205,16912,0.563518608058107,0
"MCA","NeonatalCalvaria","Stromal cell_Col1a1 high",323,11448,0.595558793794051,0
"MCA","NeonatalCalvaria","Stromal cell_Col3a1 high",50,6755,0.618123342967516,0
"MCA","NeonatalHeart","Atrial cardiomyocyte",140,9306,0.609986912334669,0
"MCA","NeonatalHeart","Atrial cardiomyocyte_Acta2 high",131,8975,0.563366911590047,0
"MCA","NeonatalHeart","Cardiac muscle cell",54,6172,0.631523969289231,0
"MCA","NeonatalHeart","Dendritic cell",49,6540,0.62580810751733,0
"MCA","NeonatalHeart","Dividing cell",71,8547,0.58712848878738,0
"MCA","NeonatalHeart","Endothelial cell_Eln high",15,4256,0.682497347423082,0
"MCA","NeonatalHeart","Endothelial cell_Enpp2 high",32,6427,0.623834192267042,0
"MCA","NeonatalHeart","Endothelial cell_Igfbp5 high",349,12178,0.555240348048798,0
"MCA","NeonatalHeart","Epithelial cell",20,5079,0.652771886926857,0
"MCA","NeonatalHeart","Left ventricle cardiomyocyte_Myl2 high",1139,14471,0.573093158611689,0
"MCA","NeonatalHeart","Macrophage",102,8358,0.581794926649207,0
"MCA","NeonatalHeart","Neutrophil_Ngp high",36,5040,0.639322617783331,0
"MCA","NeonatalHeart","Neutrophil_Retnlg high",29,4692,0.631155418561828,0
"MCA","NeonatalHeart","Smooth muscle cell",178,9749,0.570388357622285,0
"MCA","NeonatalHeart","Stromal cell_Col3a1 high",912,13919,0.53419230965145,0
"MCA","NeonatalHeart","Stromal cell_Fmod high",295,11483,0.552559474264706,0
"MCA","NeonatalHeart","Vascular endothelial cell",315,11468,0.569820106870942,0
"MCA","NeonatalHeart","Ventricle cardiomyocyte_Kcnj8 high",81,7727,0.568342736598803,0
"MCA","NeonatalMuscle","Adipocyte ",64,8254,0.645826385022562,0
"MCA","NeonatalMuscle","B cell",99,9423,0.603939097985111,0
"MCA","NeonatalMuscle","Brown adipose tissue",102,9443,0.672218413958632,0
"MCA","NeonatalMuscle","Chondrocyte",165,10182,0.621080381578816,0
"MCA","NeonatalMuscle","Dendritic cell",39,6238,0.642655135967923,0
"MCA","NeonatalMuscle","Endothelial cell",152,10352,0.577764654864371,0
"MCA","NeonatalMuscle","Epithelial cell",290,11630,0.578789687549546,0
"MCA","NeonatalMuscle","Erythroblast_Car2 high",68,8831,0.655061022904474,0
"MCA","NeonatalMuscle","Erythroblast_Hbb-bs high",66,5651,0.621049098155254,0
"MCA","NeonatalMuscle","Glial cell",60,7954,0.576786301362011,0
"MCA","NeonatalMuscle","Macrophage_Lyz2 high",136,9352,0.590558512116879,0
"MCA","NeonatalMuscle","Macrophage_Pf4 high",111,9666,0.589138150479655,0
"MCA","NeonatalMuscle","Mast cell",88,8556,0.600048499036073,0
"MCA","NeonatalMuscle","Mesenchymal cell",634,12846,0.604066943155536,0
"MCA","NeonatalMuscle","Muscle cell_Actc1 high",217,10233,0.6253122586715,0
"MCA","NeonatalMuscle","Muscle cell_Myl9 high",228,11121,0.564375479678721,0
"MCA","NeonatalMuscle","Neuron",97,9266,0.569442692851079,0
"MCA","NeonatalMuscle","Neutrophil_Elane high",92,9895,0.636411656128702,0
"MCA","NeonatalMuscle","Neutrophil_Hmox1 high",250,8196,0.607986354765919,0
"MCA","NeonatalMuscle","Neutrophil_Stfa3 high",613,11373,0.563110030817992,0
"MCA","NeonatalMuscle","Skeletal muscle cell_Myl1 high",101,8800,0.616832273494497,0
"MCA","NeonatalMuscle","Skeletal muscle cell_Tnnc2 high",35,4921,0.674509360981195,0
"MCA","NeonatalMuscle","Smooth muscle cell_Mylk high",93,8774,0.598986158270555,0
"MCA","NeonatalMuscle","Stromal cell_Ndn high",814,13427,0.565051460932389,0
"MCA","NeonatalMuscle","Stromal cell_Spp1 high",15,4724,0.711298808152372,0
"MCA","NeonatalMuscle","T cell",59,7780,0.635925300606532,0
"MCA","NeonatalMuscle","Tendon stem/progenitor cell",185,10457,0.59130661927071,0
"MCA","NeonatalRib","B cell",179,10854,0.586847469921586,0
"MCA","NeonatalRib","Cartilage cell_Clu high",380,12377,0.616329607227568,0
"MCA","NeonatalRib","Cartilage cell_Col2a1 high",568,12079,0.573854159046002,0
"MCA","NeonatalRib","Cartilage cell_Cxcl14 high",534,12965,0.599873530058857,0
"MCA","NeonatalRib","Cartilage cell_Ppa1 high",351,11822,0.592303991236448,0
"MCA","NeonatalRib","Cartilage cell_Prg4 high",390,12095,0.577513505331871,0
"MCA","NeonatalRib","Dividing cell",67,7501,0.607130197754482,0
"MCA","NeonatalRib","Endothelial cell",40,6459,0.62960952097105,0
"MCA","NeonatalRib","Erythroblast_Hba-a1 high",184,10667,0.583480009716426,0
"MCA","NeonatalRib","Erythroblast_Ttr high",1410,14312,0.576599948178035,0
"MCA","NeonatalRib","Granulocyte",124,9927,0.604281857933915,0
"MCA","NeonatalRib","Macrophage_C1qc high",72,8401,0.611005534304209,0
"MCA","NeonatalRib","Macrophage_Ctss high",213,10342,0.583071150978501,0
"MCA","NeonatalRib","Muscle cell",93,9130,0.654770236949812,0
"MCA","NeonatalRib","Muscle cell_Acta2 high",42,6595,0.628266738382325,0
"MCA","NeonatalRib","Muscle cell_Actc1 high",24,4604,0.696231681285211,0
"MCA","NeonatalRib","Neuron_Mpz high",33,6388,0.634096823425619,0
"MCA","NeonatalRib","Neuron_Stmn2 high",73,9151,0.567992122090641,0
"MCA","NeonatalRib","Neutrophil",674,11869,0.571399162493088,0
"MCA","NeonatalRib","Neutrophil_Elane high",82,8636,0.617621553096122,0
"MCA","NeonatalRib","Oligodendrocyte",26,6074,0.634070643906675,0
"MCA","NeonatalRib","Osteoblast",73,8364,0.61117947311375,0
"MCA","NeonatalRib","Osteoclast",22,4725,0.664493447608182,0
"MCA","NeonatalRib","Stromal cell_Acta1 high",372,12701,0.577186507967347,0
"MCA","NeonatalRib","Stromal cell_Tnmd high",236,11297,0.601094416461998,0
"MCA","NeonatalSkin","Adipocyte",368,12411,0.586419584406165,0
"MCA","NeonatalSkin","Brown adipose tissue_Cidea high",288,11859,0.638912798599851,0
"MCA","NeonatalSkin","Brown adipose tissue_Cox8b high",27,5674,0.686677801422957,0
"MCA","NeonatalSkin","Brown adipose tissue_mt-Nd5 high",16,3642,0.725072578977959,0
"MCA","NeonatalSkin","Dividing cell",73,8469,0.613962039582278,0
"MCA","NeonatalSkin","Endothelial cell",110,9132,0.619990690814403,0
"MCA","NeonatalSkin","Epithelial cell",71,8102,0.594939308393352,0
"MCA","NeonatalSkin","Erythroblast",241,10127,0.581987465612797,0
"MCA","NeonatalSkin","Keratinocyte",61,8399,0.650408441363243,0
"MCA","NeonatalSkin","Lymphatic vessel endothelial cell",14,5144,0.713025593000539,0
"MCA","NeonatalSkin","Macrophage_Cd74 high",18,3799,0.714535403875201,0
"MCA","NeonatalSkin","Macrophage_Lyz2 high",17,3764,0.716722704782012,0
"MCA","NeonatalSkin","Macrophage_Pf4 high",27,5993,0.664397162908886,0
"MCA","NeonatalSkin","Mast cell",73,7637,0.61062845401336,0
"MCA","NeonatalSkin","Melanocyte",34,5885,0.645426513166373,0
"MCA","NeonatalSkin","Muscle cell_Actc1 high",45,6110,0.672578569001002,0
"MCA","NeonatalSkin","Muscle cell_Lrrc15 high",96,8640,0.622723657844545,0
"MCA","NeonatalSkin","Neuron",36,5821,0.623466572836669,0
"MCA","NeonatalSkin","Neutrophil",12,2342,0.711908675028922,0
"MCA","NeonatalSkin","Osteoblast_Dlk1 high",365,12104,0.593176007486601,0
"MCA","NeonatalSkin","Osteoblast_Ppic high",897,13913,0.583073416547316,0
"MCA","NeonatalSkin","Smooth muscle cell_Acta2 high",60,7209,0.616123992312602,0
"MCA","NeonatalSkin","Stromal cell_Akr1c18 high",61,7858,0.626551184752191,0
"MCA","NeonatalSkin","Stromal cell_Gas6 high",382,11971,0.608204280717927,0
"MCA","Ovary","Cumulus cell_Car14 high",602,13330,0.546943600697577,0
"MCA","Ovary","Cumulus cell_Nupr1 high",274,11520,0.567338460356864,0
"MCA","Ovary","Cumulus cell_Ube2c high",407,13214,0.559658794602812,0
"MCA","Ovary","Granulosa cell_Inhba high",236,11478,0.569979329789269,0
"MCA","Ovary","Granulosa cell_Kctd14 high",241,11395,0.566863765336378,0
"MCA","Ovary","Large luteal cell",206,12145,0.596630057144009,0
"MCA","Ovary","luteal cells",523,14290,0.633175284866815,0
"MCA","Ovary","Macrophage_Lyz2 high",87,9279,0.598025165004791,0
"MCA","Ovary","Marcrophage_Cd74 high",35,4973,0.618190874689298,0
"MCA","Ovary","Ovarian surface epithelium cell",84,9696,0.576818814156453,0
"MCA","Ovary","Ovarian vascular surface endothelium cell",153,11529,0.569780944125017,0
"MCA","Ovary","Small luteal cell",558,12063,0.546529910349099,0
"MCA","Ovary","Stroma cell",484,13178,0.530338547645169,0
"MCA","Ovary","Thecal cell",473,12808,0.557501761796358,0
"MCA","Pancreas","Acinar cell",260,10061,0.629410081575635,0
"MCA","Pancreas","B cell",16,3946,0.67828450194814,0
"MCA","Pancreas","Dendrtic cell",34,7210,0.660392622574534,0
"MCA","Pancreas","Dividing cell",12,7316,0.681775065353384,0
"MCA","Pancreas","Ductal cell",381,14327,0.492958350805855,0
"MCA","Pancreas","Endocrine cell",82,10789,0.562473570442967,0
"MCA","Pancreas","Endothelial cell_Fabp4 high",562,13723,0.480540299984165,0
"MCA","Pancreas","Endothelial cell_Lrg1 high",21,5940,0.65157455389093,0
"MCA","Pancreas","Endothelial cell_Tm4sf1 high",136,10563,0.511296488649869,0
"MCA","Pancreas","Erythroblast_Hbb-bt high",49,6487,0.569462815140344,0
"MCA","Pancreas","Erythroblast_Igkc high",768,13558,0.488466563735735,0
"MCA","Pancreas","Glial cell",11,3242,0.677573859140798,0
"MCA","Pancreas","Granulocyte",13,3302,0.685514047385273,0
"MCA","Pancreas","Macrophage",265,12060,0.506028036224025,0
"MCA","Pancreas","Macrophage_Ly6c2 high",13,4183,0.690118618661739,0
"MCA","Pancreas","Smooth muscle cell_Acta2 high",21,5456,0.619763662269552,0
"MCA","Pancreas","Smooth muscle cell_Rgs5 high",24,5410,0.589117025988504,0
"MCA","Pancreas","Stromal cell_Fn1 high",188,12013,0.547290178465555,0
"MCA","Pancreas","Stromal cell_Mfap4 high",71,10150,0.590704729551949,0
"MCA","Pancreas","Stromal cell_Smoc2 high",519,14129,0.503633920583139,0
"MCA","Pancreas","T cell",39,6344,0.62810476637491,0
"MCA","Pancreas","β-cell",125,11776,0.519960913170339,0
"MCA","PeripheralBlood","B cell_Igha high",32,5134,0.638218804705833,0
"MCA","PeripheralBlood","B cell_Ly6d high",1113,10732,0.58911517296281,0
"MCA","PeripheralBlood","B cell_Rps27rt high",77,6984,0.612564425698403,0
"MCA","PeripheralBlood","B cell_Vpreb3 high",189,9252,0.552942557022751,0
"MCA","PeripheralBlood","Basophil_Prss34 high",58,6919,0.616786366915332,0
"MCA","PeripheralBlood","Dendritic cell_Siglech high",74,7380,0.594381422592598,0
"MCA","PeripheralBlood","Erythroblast_Car2 high",92,8666,0.619844936579169,0
"MCA","PeripheralBlood","Erythroblast_Hba-a2 high",22,3023,0.687973367688698,0
"MCA","PeripheralBlood","Macrophage_Ace high",297,9355,0.553877068719753,0
"MCA","PeripheralBlood","Macrophage_Flt-ps1 high",32,5748,0.648876251412276,0
"MCA","PeripheralBlood","Macrophage_Pf4 high",41,4307,0.599851943455173,0
"MCA","PeripheralBlood","Macrophage_S100a4 high",810,10588,0.568965052492081,0
"MCA","PeripheralBlood","Monocyte_Elane high",226,9891,0.598194371214572,0
"MCA","PeripheralBlood","Monocyte_F13a1 high",133,8857,0.60120403007439,0
"MCA","PeripheralBlood","Neutrophil_Camp high",464,9405,0.538638385046788,0
"MCA","PeripheralBlood","Neutrophil_Il1b high",406,9362,0.550996990171335,0
"MCA","PeripheralBlood","Neutrophil_Ltf high",480,8761,0.559865276471145,0
"MCA","PeripheralBlood","Neutrophil_Retnlg high",542,8685,0.549882981950946,0
"MCA","PeripheralBlood","NK cell_Gzma high",319,9732,0.561949767856543,0
"MCA","PeripheralBlood","T cell_Gm14303 high",131,8303,0.649875371763921,0
"MCA","PeripheralBlood","T cell_Trbc2 high",1557,10959,0.624057867999622,0
"MCA","Placenta","B cell",35,5149,0.64461723993491,0
"MCA","Placenta","Basophil",41,5714,0.632413708832645,0
"MCA","Placenta","Decidual stromal cell",103,9064,0.546093158079347,0
"MCA","Placenta","Dendritic cell",223,9734,0.577587339591854,0
"MCA","Placenta","Endodermal cell_Afp high",80,8319,0.594414762689226,0
"MCA","Placenta","Endothelial cell_Maged2 high",153,9925,0.53169290532042,0
"MCA","Placenta","Erythroblast_Hbb-y high",76,6482,0.562589757737174,0
"MCA","Placenta","Granulocyte monocyte progenitors",44,7171,0.62711035641096,0
"MCA","Placenta","Granulocyte_Neat1 high",40,5246,0.614242654992374,0
"MCA","Placenta","Granulocyte_S100a9 high",63,6170,0.575060310368306,0
"MCA","Placenta","HSPC_Lmo2 high",39,7361,0.644116991375463,0
"MCA","Placenta","Invasive spongiotrophoblast",671,12221,0.539887853799842,0
"MCA","Placenta","Labyrinthine trophoblast",23,6113,0.664838495184747,0
"MCA","Placenta","Macrophage_Apoe high",192,10406,0.545742312265231,0
"MCA","Placenta","Macrophage_Spp1 high",388,11876,0.565217757302205,0
"MCA","Placenta","Megakaryocyte progenitor cell",21,4963,0.613223028350779,0
"MCA","Placenta","Monocyte",302,10357,0.54746068000323,0
"MCA","Placenta","NK cell",64,7026,0.607030781960597,0
"MCA","Placenta","NKT cell",33,5914,0.635450521944203,0
"MCA","Placenta","PE lineage cell_Gkn2 high",251,10972,0.538866430929437,0
"MCA","Placenta","PE lineage cell_S100g high",252,11511,0.527928842089013,0
"MCA","Placenta","Progenitor trophoblast_Gjb3 high",437,12606,0.588558592581748,0
"MCA","Placenta","Spiral artery trophoblast giant cells",283,11395,0.592716659746665,0
"MCA","Placenta","Spongiotrophoblast_Hsd11b2 high",78,9002,0.623714335583362,0
"MCA","Placenta","Spongiotrophoblast_Phlda2 high",180,10369,0.590811856850547,0
"MCA","Placenta","Stromal cell",164,10669,0.559842590591008,0
"MCA","Placenta","Stromal cell_Acta2 high",42,6798,0.602890121260638,0
"MCA","Placenta","Trophoblast progenitor_Taf7l high",68,6478,0.581313017767285,0
"MCA","Prostate","Dendritic cell",21,2801,0.656883186449356,0
"MCA","Prostate","Epithelial cell",68,5671,0.573911361150327,0
"MCA","Prostate","Glandular epithelium",112,6754,0.565550858279384,0
"MCA","Prostate","Stromal cell",48,4648,0.581725050468818,0
"MCA","Prostate","T cell",33,3899,0.611251038293386,0
"MCA","SmallIntestine","B cell_Ighd high",117,8756,0.627950631184605,0
"MCA","SmallIntestine","B cell_Igkv12-46 high",94,9294,0.590071378305448,0
"MCA","SmallIntestine","B cell_Jchain high",1095,12245,0.497670995564668,0
"MCA","SmallIntestine","B cell_Ms4a1 high",197,10877,0.561496844971369,0
"MCA","SmallIntestine","Columnar epithelium",267,12001,0.542941032765592,0
"MCA","SmallIntestine","Dendritic cell_Siglech high",52,7727,0.632389899454553,0
"MCA","SmallIntestine","Dendrtic cell_Cst3 high",79,8269,0.589192215559571,0
"MCA","SmallIntestine","Epithelial cell_Kcne3 high",628,12864,0.565302226928602,0
"MCA","SmallIntestine","Epithelial cell_Sh2d6 high",43,7623,0.598681701423287,0
"MCA","SmallIntestine","Epithelium of small intestinal villi_Fabp1 high",582,12296,0.583471059662872,0
"MCA","SmallIntestine","Epithelium of small intestinal villi_Fabp6 high",428,11842,0.562050251880331,0
"MCA","SmallIntestine","Epithelium of small intestinal villi_Gm23935 high",207,9958,0.538463663405466,0
"MCA","SmallIntestine","Epithelium of small intestinal villi_mt-Nd1 high",88,7734,0.570901521130519,0
"MCA","SmallIntestine","Epithelium of small intestinal villi_S100g high",96,8071,0.570077204608823,0
"MCA","SmallIntestine","Erythroblast",536,11376,0.564863815075203,0
"MCA","SmallIntestine","Macrophage_Apoe high",154,9477,0.550155917785306,0
"MCA","SmallIntestine","Macrophage_Cxcl2 high",8,2972,0.761145597597008,0
"MCA","SmallIntestine","Macrophage_G0s2 high",86,8261,0.536429711280886,0
"MCA","SmallIntestine","Mast cell",9,4539,0.761152556180988,0
"MCA","SmallIntestine","Paneth cell",255,11392,0.56358961609386,0
"MCA","SmallIntestine","S cell_Chgb high",27,7640,0.624506900291873,0
"MCA","SmallIntestine","S cell_Gip high",26,6416,0.617775713357781,0
"MCA","SmallIntestine","Stromal cell_Adamdec1 high",25,6028,0.62990585095135,0
"MCA","SmallIntestine","Stromal cell_Dcn high",23,6574,0.672049397134501,0
"MCA","SmallIntestine","T cell_Ccl5 high",662,12026,0.554671982626039,0
"MCA","SmallIntestine","T cell_Cd7 high",609,12428,0.546511482174588,0
"MCA","SmallIntestine","T cell_Icos high",231,11049,0.551430392123739,0
"MCA","SmallIntestine","T cell_Ms4a4b high",60,7732,0.625354289217137,0
"MCA","Spleen","Dendritic cell_S100a4 high",67,7943,0.605616958171598,0
"MCA","Spleen","Dendritic cell_Siglech high",18,4661,0.672624091393834,0
"MCA","Spleen","Erythroblast",10,6901,0.73385810899062,0
"MCA","Spleen","Granulocyte",35,4888,0.609340300057738,0
"MCA","Spleen","Macrophage",26,5731,0.645074361939887,0
"MCA","Spleen","Marginal zone B cell",1026,13715,0.544016111638911,0
"MCA","Spleen","Monocyte",57,7478,0.601050740915984,0
"MCA","Spleen","Neutrophil",8,3698,0.728140657084679,0
"MCA","Spleen","NK cell",80,7555,0.578235977058912,0
"MCA","Spleen","Plasma cell",21,5768,0.682101322305314,0
"MCA","Spleen","T cell",622,12749,0.553572066356122,0
"MCA","Stomach","Antral mucous cell",220,11865,0.606947914893981,0
"MCA","Stomach","Dendritic cell",19,5404,0.72894091008308,0
"MCA","Stomach","Dividing cell",160,11777,0.64030007938848,0
"MCA","Stomach","Epithelial cell_Gkn3 high",36,7684,0.649240007695429,0
"MCA","Stomach","Epithelial cell_Krt20 high",165,10584,0.644107843194064,0
"MCA","Stomach","Epithelial cell_Pla2g1b high",205,7433,0.600371838352403,0
"MCA","Stomach","G cell",51,7628,0.601272343068957,0
"MCA","Stomach","Gastric mucosal cell",47,7067,0.666580761484199,0
"MCA","Stomach","Macrophage",21,4156,0.69698454673319,0
"MCA","Stomach","Muscle cell",37,6220,0.634858309387154,0
"MCA","Stomach","Parietal cell",90,10224,0.679460109141762,0
"MCA","Stomach","Pit cell_Gm26917 high",89,7999,0.569831024706349,0
"MCA","Stomach","Pit cell_Ifrd1 high",304,11869,0.649428398985054,0
"MCA","Stomach","Tuft cell",30,7269,0.64928258980569,0
"MCA","Testis","Elongating spermatid",4326,20410,0.476853846070189,0
"MCA","Testis","Erythroblast_Hbb-bs high",119,10147,0.493906559776869,0
"MCA","Testis","Leydig cell",462,16480,0.513439107502003,0
"MCA","Testis","Macrophage_Lyz2 high",205,14106,0.514302869614358,0
"MCA","Testis","Pre-Sertoli cell_Cst9 high",465,14845,0.498776492953475,0
"MCA","Testis","Pre-Sertoli cell_Ctsl high",99,11563,0.534490330763162,0
"MCA","Testis","Preleptotene spermatogonia",637,17287,0.513245557079489,0
"MCA","Testis","Sertoli cell",269,15471,0.497321626582035,0
"MCA","Testis","Spermatids_1700016P04Rik high",655,15024,0.52122888118887,0
"MCA","Testis","Spermatids_Cst13 high",830,17356,0.538091391550363,0
"MCA","Testis","Spermatids_Hmgb4 high",329,13750,0.617302437538191,0
"MCA","Testis","Spermatids_Tnp1 high",756,16158,0.55618136066312,0
"MCA","Testis","Spermatocyte_1700001F09Rik high",501,17259,0.583719170245107,0
"MCA","Testis","Spermatocyte_Cabs1 high",528,14839,0.548645424469252,0
"MCA","Testis","Spermatocyte_Calm2 high",1059,17523,0.541501201595526,0
"MCA","Testis","Spermatocyte_Mesp1 high",782,15455,0.542691285066465,0
