	gene	chr	start	end	tissue	cell.type
5011	Arl16	chr11	120366738	120367488	Liver	Liver.hepatocyte
5012	Arl16	chr11	120371096	120372880	Liver	Liver.hepatocyte
5013	Arl16	chr11	120376724	120377617	Liver	Liver.hepatocyte
5014	Arl3	chr19	46675914	46676517	Liver	Liver.hepatocyte
5018	Arl4d	chr11	101561392	101562566	Liver	Liver.hepatocyte
5019	Arl4d	chr11	101568170	101568808	Liver	Liver.hepatocyte
5020	Arl4d	chr11	101574132	101575883	Liver	Liver.hepatocyte
5021	Arl5a	chr2	52233232	52234971	Liver	Liver.hepatocyte
5022	Arl5a	chr2	52276690	52277194	Liver	Liver.hepatocyte
5023	Arl5b	chr2	14986034	14987551	Liver	Liver.hepatocyte
5024	Arl6	chr16	59594117	59595056	Liver	Liver.hepatocyte
5025	Arl6	chr16	59598843	59601308	Liver	Liver.hepatocyte
5026	Arl8b	chr6	108722616	108724311	Liver	Liver.hepatocyte
5027	Armc1	chr3	19064214	19064527	Liver	Liver.hepatocyte
5028	Armc1	chr3	19068350	19070170	Liver	Liver.hepatocyte
5034	Armc9	chr1	88072065	88073282	Liver	Liver.hepatocyte
5035	Arntl	chr7	120349913	120352217	Liver	Liver.hepatocyte
5036	Arpp19	chr9	74888327	74888825	Liver	Liver.hepatocyte
5038	Arrdc4	chr7	75893037	75895181	Liver	Liver.hepatocyte
5039	Arsg	chr11	109338792	109339870	Liver	Liver.hepatocyte
5042	As3mt	chr19	46801306	46802892	Liver	Liver.hepatocyte
5044	Asap3	chr4	135769264	135769900	Liver	Liver.hepatocyte
5045	Asap3	chr4	135772964	135773435	Liver	Liver.hepatocyte
5046	Asap3	chr4	135802171	135805420	Liver	Liver.hepatocyte
5047	Asap3	chr4	135805491	135806246	Liver	Liver.hepatocyte
5048	Asb13	chr13	3644593	3646387	Liver	Liver.hepatocyte
5051	Ascc2	chr11	4586870	4587606	Liver	Liver.hepatocyte
5052	Asf1a	chr10	53315564	53317808	Liver	Liver.hepatocyte
5053	Asgr1	chr11	69833623	69835510	Liver	Liver.hepatocyte
5055	Asgr1	chr11	69887819	69889639	Liver	Liver.hepatocyte
5057	Asgr2	chr11	69887819	69889639	Liver	Liver.hepatocyte
5058	Asl	chr5	130450291	130451326	Liver	Liver.hepatocyte
5059	Asl	chr5	130464922	130465818	Liver	Liver.hepatocyte
5060	Asl	chr5	130498187	130499091	Liver	Liver.hepatocyte
5061	Asl	chr5	130507188	130508133	Liver	Liver.hepatocyte
5062	Asl	chr5	130509793	130510232	Liver	Liver.hepatocyte
5063	Asl	chr5	130513753	130514521	Liver	Liver.hepatocyte
5064	Asl	chr5	130519590	130520933	Liver	Liver.hepatocyte
5065	Asl	chr5	130535261	130536879	Liver	Liver.hepatocyte
5067	Asna1	chr8	87588955	87589794	Liver	Liver.hepatocyte
5068	Aspa	chr11	73139828	73140492	Liver	Liver.hepatocyte
5069	Aspg	chr12	113332289	113333208	Liver	Liver.hepatocyte
5070	Aspg	chr12	113334260	113335314	Liver	Liver.hepatocyte
5071	Asph	chr4	9583690	9585698	Liver	Liver.hepatocyte
5084	Atad1	chr19	32830040	32833229	Liver	Liver.hepatocyte
5085	Atad3a	chr4	155136498	155136881	Liver	Liver.hepatocyte
5086	Atat1	chr17	36033313	36035328	Liver	Liver.hepatocyte
5087	Atf2	chr2	73776769	73777701	Liver	Liver.hepatocyte
5088	Atf5	chr7	52074096	52074634	Liver	Liver.hepatocyte
5089	Atf5	chr7	52075054	52075819	Liver	Liver.hepatocyte
5091	Atf6	chr1	172813058	172813933	Liver	Liver.hepatocyte
5092	Atg12	chr18	46872023	46872664	Liver	Liver.hepatocyte
5093	Atg12	chr18	46881475	46882121	Liver	Liver.hepatocyte
5094	Atg12	chr18	46884631	46884962	Liver	Liver.hepatocyte
5095	Atg12	chr18	46893125	46893949	Liver	Liver.hepatocyte
5096	Atg13	chr2	91558125	91559001	Liver	Liver.hepatocyte
5097	Atg14	chr14	48152736	48154261	Liver	Liver.hepatocyte
5098	Atg14	chr14	48154341	48155428	Liver	Liver.hepatocyte
5099	Atg14	chr14	48182147	48183164	Liver	Liver.hepatocyte
5100	Atg16l1	chr1	89694364	89695699	Liver	Liver.hepatocyte
5101	Atg2a	chr19	6262083	6263628	Liver	Liver.hepatocyte
5102	Atg2a	chr19	6267102	6269160	Liver	Liver.hepatocyte
5103	Atg2a	chr19	6269639	6270371	Liver	Liver.hepatocyte
5104	Atg4c	chr4	98851289	98852280	Liver	Liver.hepatocyte
5105	Atg4d	chr9	21024407	21026428	Liver	Liver.hepatocyte
5106	Atg4d	chr9	21031694	21032701	Liver	Liver.hepatocyte
5109	Atg9a	chr1	75209169	75209438	Liver	Liver.hepatocyte
5110	Atg9a	chr1	75210871	75212043	Liver	Liver.hepatocyte
5111	Atg9a	chr1	75212490	75212808	Liver	Liver.hepatocyte
5112	Atic	chr1	71622352	71623053	Liver	Liver.hepatocyte
5113	Atl2	chr17	80315674	80318598	Liver	Liver.hepatocyte
5114	Atl3	chr19	7574612	7575703	Liver	Liver.hepatocyte
5121	Atox1	chr11	55278634	55279055	Liver	Liver.hepatocyte
5122	Atp13a3	chr16	30387615	30391276	Liver	Liver.hepatocyte
5123	Atp13a3	chr16	30408229	30409111	Liver	Liver.hepatocyte
5124	Atp1b1	chr1	166345244	166346218	Liver	Liver.hepatocyte
5125	Atp1b1	chr1	166350521	166351440	Liver	Liver.hepatocyte
5126	Atp1b1	chr1	166365064	166367064	Liver	Liver.hepatocyte
5127	Atp1b1	chr1	166379727	166380589	Liver	Liver.hepatocyte
5128	Atp1b1	chr1	166422594	166423918	Liver	Liver.hepatocyte
5134	Atp2b2	chr6	113815223	113816448	Liver	Liver.hepatocyte
5135	Atp2b2	chr6	113843937	113844691	Liver	Liver.hepatocyte
5136	Atp2b2	chr6	113845323	113846548	Liver	Liver.hepatocyte
5137	Atp2b2	chr6	113962503	113963641	Liver	Liver.hepatocyte
5138	Atp4a	chr7	31471626	31473813	Liver	Liver.hepatocyte
5139	Atp4a	chr7	31504426	31505184	Liver	Liver.hepatocyte
5140	Atp5c1	chr2	10015838	10016863	Liver	Liver.hepatocyte
5141	Atp5c1	chr2	10047122	10047366	Liver	Liver.hepatocyte
5142	Atp5c1	chr2	10047571	10048202	Liver	Liver.hepatocyte
5143	Atp5c1	chr2	10049089	10049522	Liver	Liver.hepatocyte
5144	Atp5c1	chr2	10049729	10050732	Liver	Liver.hepatocyte
5145	Atp5c1	chr2	9969113	9971360	Liver	Liver.hepatocyte
5147	Atp5d	chr10	79592325	79595493	Liver	Liver.hepatocyte
5149	Atp5g3	chr2	73776769	73777701	Liver	Liver.hepatocyte
5150	Atp5j	chr16	84806451	84807539	Liver	Liver.hepatocyte
5151	Atp5j	chr16	84823993	84825684	Liver	Liver.hepatocyte
5152	Atp5j2	chr5	145983662	145984626	Liver	Liver.hepatocyte
5153	Atp5k	chr5	108880589	108880996	Liver	Liver.hepatocyte
5154	Atp5k	chr5	108882943	108883581	Liver	Liver.hepatocyte
5155	Atp5k	chr5	108911684	108912447	Liver	Liver.hepatocyte
5156	Atp5s	chr12	70814290	70815526	Liver	Liver.hepatocyte
5157	Atp5s	chr12	70854635	70855190	Liver	Liver.hepatocyte
5158	Atp5s	chr12	70858405	70860456	Liver	Liver.hepatocyte
5159	Atp6v0d2	chr4	19852516	19854510	Liver	Liver.hepatocyte
5160	Atp6v1a	chr16	44136582	44137199	Liver	Liver.hepatocyte
5161	Atp6v1a	chr16	44174674	44175864	Liver	Liver.hepatocyte
5162	Atp6v1c1	chr15	38570308	38571423	Liver	Liver.hepatocyte
5163	Atp6v1c1	chr15	38613845	38614576	Liver	Liver.hepatocyte
5164	Atp6v1e1	chr6	120757102	120758362	Liver	Liver.hepatocyte
5165	Atp7b	chr8	23155719	23156288	Liver	Liver.hepatocyte
5166	Atp7b	chr8	23164694	23165861	Liver	Liver.hepatocyte
5171	Atp9a	chr2	168546542	168547453	Liver	Liver.hepatocyte
5172	Atpaf2	chr11	60215258	60216272	Liver	Liver.hepatocyte
5173	Atrip	chr9	108995278	108995715	Liver	Liver.hepatocyte
5174	Atrip	chr9	108996735	108999374	Liver	Liver.hepatocyte
5182	Atrn	chr2	130775522	130777198	Liver	Liver.hepatocyte
5183	Atxn1	chr13	46012462	46013809	Liver	Liver.hepatocyte
5184	Atxn1	chr13	46050734	46051505	Liver	Liver.hepatocyte
5185	Atxn1	chr13	46053678	46054319	Liver	Liver.hepatocyte
5186	Atxn1	chr13	46057270	46058552	Liver	Liver.hepatocyte
5187	Atxn1	chr13	46058782	46061848	Liver	Liver.hepatocyte
5188	Atxn2	chr5	122113375	122113897	Liver	Liver.hepatocyte
5189	Atxn2	chr5	122114997	122115329	Liver	Liver.hepatocyte
5195	Atxn2	chr5	122211025	122211932	Liver	Liver.hepatocyte
5196	Atxn7l1	chr12	33860344	33861880	Liver	Liver.hepatocyte
5197	Atxn7l1	chr12	33995981	33997117	Liver	Liver.hepatocyte
5198	Atxn7l1	chr12	33998781	34001334	Liver	Liver.hepatocyte
5199	Atxn7l1	chr12	34028787	34031210	Liver	Liver.hepatocyte
5200	Atxn7l3b	chr10	112410250	112411374	Liver	Liver.hepatocyte
5201	Auh	chr13	53071608	53072018	Liver	Liver.hepatocyte
5202	Auh	chr13	53072029	53072474	Liver	Liver.hepatocyte
5203	Auh	chr13	53073761	53074165	Liver	Liver.hepatocyte
5204	Avpi1	chr19	42163619	42166160	Liver	Liver.hepatocyte
5205	Avpi1	chr19	42194753	42195371	Liver	Liver.hepatocyte
5206	Avpi1	chr19	42220749	42223351	Liver	Liver.hepatocyte
5207	Avpr1a	chr10	121884179	121886953	Liver	Liver.hepatocyte
5208	Avpr1a	chr10	121890525	121891606	Liver	Liver.hepatocyte
5209	Avpr1a	chr10	121892600	121893464	Liver	Liver.hepatocyte
5210	Avpr1a	chr10	121905989	121907439	Liver	Liver.hepatocyte
5215	Azgp1	chr5	138453388	138454222	Liver	Liver.hepatocyte
5216	Azin1	chr15	38447671	38450025	Liver	Liver.hepatocyte
5217	B3galnt2	chr13	14086575	14087747	Liver	Liver.hepatocyte
5218	B4galt3	chr1	173157503	173158102	Liver	Liver.hepatocyte
5219	B4galt3	chr1	173186052	173186864	Liver	Liver.hepatocyte
5220	B9d2	chr7	26440493	26441490	Liver	Liver.hepatocyte
5221	BC003965	chr17	25357674	25360787	Liver	Liver.hepatocyte
5222	BC004004	chr17	29388566	29389882	Liver	Liver.hepatocyte
5223	BC004004	chr17	29395829	29396291	Liver	Liver.hepatocyte
5224	BC004004	chr17	29410798	29412429	Liver	Liver.hepatocyte
5225	BC005537	chr13	24917296	24918369	Liver	Liver.hepatocyte
5228	BC021767	chr3	94482896	94485437	Liver	Liver.hepatocyte
5229	BC021767	chr3	94494046	94494984	Liver	Liver.hepatocyte
5230	BC024139	chr15	75944659	75945590	Liver	Liver.hepatocyte
5236	BC048403	chr10	121210457	121211346	Liver	Liver.hepatocyte
5237	Baat	chr4	49491382	49491925	Liver	Liver.hepatocyte
5238	Baat	chr4	49492934	49494302	Liver	Liver.hepatocyte
5239	Baat	chr4	49498013	49499538	Liver	Liver.hepatocyte
5240	Baat	chr4	49516157	49517609	Liver	Liver.hepatocyte
5241	Baat	chr4	49547613	49550083	Liver	Liver.hepatocyte
5243	Bace1	chr9	45656876	45659835	Liver	Liver.hepatocyte
5244	Bad	chr19	6994353	6995166	Liver	Liver.hepatocyte
5245	Bad	chr19	7006223	7007228	Liver	Liver.hepatocyte
5248	Bag1	chr4	40854946	40856327	Liver	Liver.hepatocyte
5249	Bag1	chr4	40922395	40923249	Liver	Liver.hepatocyte
5250	Bag2	chr1	33790517	33791942	Liver	Liver.hepatocyte
5251	Bag2	chr1	33811512	33812502	Liver	Liver.hepatocyte
5252	Bag2	chr1	33813019	33815933	Liver	Liver.hepatocyte
5253	Bag3	chr7	135697882	135699671	Liver	Liver.hepatocyte
5254	Bag3	chr7	135700358	135701011	Liver	Liver.hepatocyte
5255	Baiap2	chr11	119799946	119801033	Liver	Liver.hepatocyte
5256	Baiap2	chr11	119806458	119807109	Liver	Liver.hepatocyte
5257	Baiap2	chr11	119809330	119810680	Liver	Liver.hepatocyte
5258	Baiap2	chr11	119837128	119837902	Liver	Liver.hepatocyte
5259	Baiap2	chr11	119846530	119847452	Liver	Liver.hepatocyte
5260	Baiap2l1	chr5	145101372	145102634	Liver	Liver.hepatocyte
5261	Baiap2l1	chr5	145116774	145117136	Liver	Liver.hepatocyte
5262	Baiap2l1	chr5	145132842	145134139	Liver	Liver.hepatocyte
5263	Bak1	chr17	27122046	27123248	Liver	Liver.hepatocyte
5264	Bbc3	chr7	16898050	16899993	Liver	Liver.hepatocyte
5265	Bbip1	chr19	53976518	53979132	Liver	Liver.hepatocyte
5266	Bbip1	chr19	53988494	53990033	Liver	Liver.hepatocyte
5267	Bbox1	chr2	110154272	110155380	Liver	Liver.hepatocyte
5268	Bbox1	chr2	110158920	110160545	Liver	Liver.hepatocyte
5269	Bbs10	chr10	110772743	110773818	Liver	Liver.hepatocyte
5270	Bbx	chr16	50429247	50430522	Liver	Liver.hepatocyte
5271	Bcar3	chr3	122131095	122132259	Liver	Liver.hepatocyte
5272	Bcar3	chr3	122187731	122188383	Liver	Liver.hepatocyte
5273	Bcar3	chr3	122194919	122195582	Liver	Liver.hepatocyte
5274	Bcar3	chr3	122211833	122213692	Liver	Liver.hepatocyte
5275	Bcar3	chr3	122214544	122216240	Liver	Liver.hepatocyte
5276	Bcas2	chr3	103018282	103019160	Liver	Liver.hepatocyte
5277	Bcat2	chr7	52791038	52791962	Liver	Liver.hepatocyte
5278	Bcat2	chr7	52793177	52794604	Liver	Liver.hepatocyte
5280	Bcat2	chr7	52866003	52866876	Liver	Liver.hepatocyte
5281	Bche	chr3	73476987	73477913	Liver	Liver.hepatocyte
5282	Bche	chr3	73510287	73510778	Liver	Liver.hepatocyte
5283	Bche	chr3	73533426	73533844	Liver	Liver.hepatocyte
5284	Bckdha	chr7	26440493	26441490	Liver	Liver.hepatocyte
5285	Bckdhb	chr9	83775523	83776593	Liver	Liver.hepatocyte
5286	Bckdhb	chr9	83786643	83787934	Liver	Liver.hepatocyte
5287	Bckdhb	chr9	83844534	83845597	Liver	Liver.hepatocyte
5288	Bckdk	chr7	135074950	135076495	Liver	Liver.hepatocyte
5290	Bcl2l12	chr7	52207145	52208708	Liver	Liver.hepatocyte
5291	Bcl2l12	chr7	52280295	52281904	Liver	Liver.hepatocyte
5292	Bcl2l13	chr6	120757102	120758362	Liver	Liver.hepatocyte
5297	Bcl3	chr7	20428250	20430794	Liver	Liver.hepatocyte
5298	Bcl3	chr7	20449390	20452495	Liver	Liver.hepatocyte
5303	Bcl6	chr16	23996156	23996883	Liver	Liver.hepatocyte
5304	Bcl7c	chr7	134815245	134816658	Liver	Liver.hepatocyte
5307	Bco2	chr9	50401551	50403725	Liver	Liver.hepatocyte
5308	Bco2	chr9	50410184	50410893	Liver	Liver.hepatocyte
5310	Bcor	chrX	11667144	11669224	Liver	Liver.hepatocyte
5311	Bcor	chrX	11709674	11710252	Liver	Liver.hepatocyte
5312	Bcr	chr10	74492273	74492953	Liver	Liver.hepatocyte
5313	Bcr	chr10	74508023	74510074	Liver	Liver.hepatocyte
5314	Bcr	chr10	74515439	74516731	Liver	Liver.hepatocyte
5315	Bcr	chr10	74516806	74517668	Liver	Liver.hepatocyte
5316	Bcr	chr10	74519053	74519400	Liver	Liver.hepatocyte
5317	Bcr	chr10	74521574	74521849	Liver	Liver.hepatocyte
5318	Bcr	chr10	74526098	74526690	Liver	Liver.hepatocyte
5319	Bcr	chr10	74531271	74532106	Liver	Liver.hepatocyte
5320	Bdh1	chr16	31399046	31399900	Liver	Liver.hepatocyte
5321	Bdh1	chr16	31412115	31412951	Liver	Liver.hepatocyte
5322	Bdh2	chr3	134950880	134951747	Liver	Liver.hepatocyte
5323	Bdh2	chr3	134977232	134978122	Liver	Liver.hepatocyte
5324	Becn1	chr11	101152462	101153309	Liver	Liver.hepatocyte
5325	Bet1l	chr7	148039258	148039861	Liver	Liver.hepatocyte
5327	Bhlhe40	chr6	108632817	108633807	Liver	Liver.hepatocyte
5328	Bhlhe40	chr6	108658902	108660474	Liver	Liver.hepatocyte
5329	Bhmt	chr13	94384384	94385877	Liver	Liver.hepatocyte
5330	Bhmt	chr13	94410400	94410835	Liver	Liver.hepatocyte
5331	Bhmt	chr13	94418282	94419380	Liver	Liver.hepatocyte
5332	Bhmt	chr13	94423232	94424347	Liver	Liver.hepatocyte
5333	Bhmt	chr13	94442150	94443211	Liver	Liver.hepatocyte
5334	Bhmt2	chr13	94410400	94410835	Liver	Liver.hepatocyte
5335	Bhmt2	chr13	94418282	94419380	Liver	Liver.hepatocyte
5336	Bhmt2	chr13	94423232	94424347	Liver	Liver.hepatocyte
5337	Bhmt2	chr13	94442150	94443211	Liver	Liver.hepatocyte
5338	Bhmt2	chr13	94459320	94460457	Liver	Liver.hepatocyte
5339	Bhmt2	chr13	94475415	94476069	Liver	Liver.hepatocyte
5340	Bhmt2	chr13	94477188	94477719	Liver	Liver.hepatocyte
5341	Bhmt2	chr13	94480326	94481823	Liver	Liver.hepatocyte
5342	Bid	chr6	120853270	120854322	Liver	Liver.hepatocyte
5343	Bid	chr6	120854776	120855567	Liver	Liver.hepatocyte
5345	Bin3	chr14	70506199	70507624	Liver	Liver.hepatocyte
5346	Blcap	chr2	157395224	157396105	Liver	Liver.hepatocyte
5347	Blmh	chr11	76721906	76722775	Liver	Liver.hepatocyte
5348	Blmh	chr11	76787941	76788969	Liver	Liver.hepatocyte
5349	Bloc1s1	chr10	128375102	128376552	Liver	Liver.hepatocyte
5351	Bloc1s2	chr19	44184794	44185394	Liver	Liver.hepatocyte
5352	Bloc1s2	chr19	44202351	44203818	Liver	Liver.hepatocyte
5353	Blvrb	chr7	28257644	28260222	Liver	Liver.hepatocyte
5354	Blvrb	chr7	28265582	28267059	Liver	Liver.hepatocyte
5355	Blzf1	chr1	166190340	166192412	Liver	Liver.hepatocyte
5356	Blzf1	chr1	166254142	166255396	Liver	Liver.hepatocyte
5357	Bmp1	chr14	70898944	70901100	Liver	Liver.hepatocyte
5358	Bmp1	chr14	70905578	70906514	Liver	Liver.hepatocyte
5359	Bmp1	chr14	70908194	70909279	Liver	Liver.hepatocyte
5360	Bmp1	chr14	70915208	70916040	Liver	Liver.hepatocyte
5361	Bmpr1a	chr14	35301487	35303631	Liver	Liver.hepatocyte
5362	Bmpr1a	chr14	35314584	35317046	Liver	Liver.hepatocyte
5363	Bmpr1a	chr14	35361424	35363301	Liver	Liver.hepatocyte
5364	Bnip3	chr7	146058569	146059663	Liver	Liver.hepatocyte
5368	Bod1	chr11	31576571	31577407	Liver	Liver.hepatocyte
5369	Bod1	chr11	31617919	31619053	Liver	Liver.hepatocyte
5370	Bola2	chr7	133822080	133822854	Liver	Liver.hepatocyte
5371	Bola2	chr7	133824569	133825116	Liver	Liver.hepatocyte
5372	Bola2	chr7	133832499	133833357	Liver	Liver.hepatocyte
5373	Bpgm	chr6	34444553	34445719	Liver	Liver.hepatocyte
5377	Brap	chr5	122113375	122113897	Liver	Liver.hepatocyte
5378	Brap	chr5	122114997	122115329	Liver	Liver.hepatocyte
5382	Brd3	chr2	27317378	27318754	Liver	Liver.hepatocyte
5383	Brd3	chr2	27324467	27325875	Liver	Liver.hepatocyte
5384	Brd7	chr8	90884864	90887135	Liver	Liver.hepatocyte
5385	Brf1	chr12	114251026	114253797	Liver	Liver.hepatocyte
5395	Brwd1	chr16	96302696	96305312	Liver	Liver.hepatocyte
5396	Brwd1	chr16	96348266	96350359	Liver	Liver.hepatocyte
5397	Bscl2	chr19	8944182	8944576	Liver	Liver.hepatocyte
5398	Bsg	chr10	79143935	79146416	Liver	Liver.hepatocyte
5399	Bsg	chr10	79157609	79159459	Liver	Liver.hepatocyte
5400	Btbd2	chr10	80082119	80082927	Liver	Liver.hepatocyte
5401	Btbd2	chr10	80097841	80098706	Liver	Liver.hepatocyte
5404	Btbd6	chr12	114251026	114253797	Liver	Liver.hepatocyte
5405	Btd	chr14	32452478	32452887	Liver	Liver.hepatocyte
5406	Btd	chr14	32457501	32457986	Liver	Liver.hepatocyte
5407	Btd	chr14	32458351	32458658	Liver	Liver.hepatocyte
5408	Btrc	chr19	45422509	45423403	Liver	Liver.hepatocyte
5409	Bzw1	chr1	58409822	58410990	Liver	Liver.hepatocyte
5410	Bzw1	chr1	58458084	58458886	Liver	Liver.hepatocyte
5411	C130074G19Rik	chr1	186675011	186676695	Liver	Liver.hepatocyte
5412	C130074G19Rik	chr1	186682065	186683224	Liver	Liver.hepatocyte
5413	C130074G19Rik	chr1	186691382	186692238	Liver	Liver.hepatocyte
5414	C130074G19Rik	chr1	186694557	186695860	Liver	Liver.hepatocyte
5415	C130074G19Rik	chr1	186695887	186696529	Liver	Liver.hepatocyte
5416	C1qbp	chr11	70826168	70826705	Liver	Liver.hepatocyte
5417	C1qbp	chr11	70830310	70831015	Liver	Liver.hepatocyte
5418	C1ql3	chr2	12891290	12892481	Liver	Liver.hepatocyte
5419	C1ra	chr6	124427849	124428749	Liver	Liver.hepatocyte
5420	C1ra	chr6	124431288	124432478	Liver	Liver.hepatocyte
5421	C1ra	chr6	124449647	124451192	Liver	Liver.hepatocyte
5422	C1rl	chr6	124403587	124404273	Liver	Liver.hepatocyte
5423	C1rl	chr6	124406241	124406805	Liver	Liver.hepatocyte
5424	C1rl	chr6	124427849	124428749	Liver	Liver.hepatocyte
5425	C1rl	chr6	124431288	124432478	Liver	Liver.hepatocyte
5426	C1rl	chr6	124449647	124451192	Liver	Liver.hepatocyte
5427	C2cd2	chr16	98142169	98143232	Liver	Liver.hepatocyte
5428	C2cd2	chr16	98150537	98151604	Liver	Liver.hepatocyte
5429	C2cd2	chr16	98165867	98166717	Liver	Liver.hepatocyte
5430	C3	chr17	57358352	57359767	Liver	Liver.hepatocyte
5434	C330007P06Rik	chrX	34365009	34365718	Liver	Liver.hepatocyte
5435	C330013E15Rik	chr15	100461896	100463273	Liver	Liver.hepatocyte
5436	C330013E15Rik	chr15	100485267	100486033	Liver	Liver.hepatocyte
5437	C330013E15Rik	chr15	100490647	100491195	Liver	Liver.hepatocyte
5438	C330018D20Rik	chr18	57121752	57122858	Liver	Liver.hepatocyte
5439	C330021F23Rik	chr8	3608809	3610524	Liver	Liver.hepatocyte
5440	C330022C24Rik	chr7	148039258	148039861	Liver	Liver.hepatocyte
5441	C4a	chr17	34945364	34946206	Liver	Liver.hepatocyte
5442	C4a	chr17	34951707	34952731	Liver	Liver.hepatocyte
5443	C4b	chr17	34864648	34865480	Liver	Liver.hepatocyte
5444	C4bp	chr1	132529948	132531155	Liver	Liver.hepatocyte
5445	C4bp	chr1	132554557	132555000	Liver	Liver.hepatocyte
5446	C4bp	chr1	132556276	132557174	Liver	Liver.hepatocyte
5447	C4bp	chr1	132574881	132576085	Liver	Liver.hepatocyte
5448	C730027H18Rik	chr10	70659770	70660782	Liver	Liver.hepatocyte
5449	C730036E19Rik	chr1	152970895	152971701	Liver	Liver.hepatocyte
5450	C730036E19Rik	chr1	152974946	152975579	Liver	Liver.hepatocyte
5451	C730036E19Rik	chr1	152976705	152977934	Liver	Liver.hepatocyte
5452	C730036E19Rik	chr1	152978294	152979075	Liver	Liver.hepatocyte
5453	C730036E19Rik	chr1	152979454	152980138	Liver	Liver.hepatocyte
5454	C730036E19Rik	chr1	152998075	152999034	Liver	Liver.hepatocyte
5455	C730036E19Rik	chr1	153000188	153001230	Liver	Liver.hepatocyte
5456	C730036E19Rik	chr1	153014080	153015471	Liver	Liver.hepatocyte
5457	C730036E19Rik	chr1	153023758	153026362	Liver	Liver.hepatocyte
5458	C77080	chr4	128952917	128954322	Liver	Liver.hepatocyte
5459	C77080	chr4	128984718	128986087	Liver	Liver.hepatocyte
5461	C8a	chr4	104547033	104547704	Liver	Liver.hepatocyte
5462	C8a	chr4	104590451	104591226	Liver	Liver.hepatocyte
5463	C8b	chr4	104451875	104452678	Liver	Liver.hepatocyte
5465	C8g	chr2	25307957	25309240	Liver	Liver.hepatocyte
5466	C8g	chr2	25327635	25328896	Liver	Liver.hepatocyte
5467	C8g	chr2	25333321	25334613	Liver	Liver.hepatocyte
5468	C8g	chr2	25334854	25335737	Liver	Liver.hepatocyte
5469	C8g	chr2	25340166	25341456	Liver	Liver.hepatocyte
5470	C9	chr15	6388246	6389251	Liver	Liver.hepatocyte
5471	C9	chr15	6392185	6392792	Liver	Liver.hepatocyte
5472	C920006O11Rik	chr9	78004732	78005713	Liver	Liver.hepatocyte
5473	C920006O11Rik	chr9	78010948	78011726	Liver	Liver.hepatocyte
5474	C920006O11Rik	chr9	78064599	78065551	Liver	Liver.hepatocyte
5475	Cab39l	chr14	60036825	60037575	Liver	Liver.hepatocyte
5476	Cab39l	chr14	60041544	60042810	Liver	Liver.hepatocyte
5477	Cab39l	chr14	60063977	60064561	Liver	Liver.hepatocyte
5478	Cabyr	chr18	12860915	12862609	Liver	Liver.hepatocyte
5479	Cabyr	chr18	12879587	12881214	Liver	Liver.hepatocyte
5480	Cabyr	chr18	12883996	12886570	Liver	Liver.hepatocyte
5481	Cabyr	chr18	12914446	12915327	Liver	Liver.hepatocyte
5484	Cacnb4	chr2	52431169	52431840	Liver	Liver.hepatocyte
5485	Cacnb4	chr2	52459543	52461835	Liver	Liver.hepatocyte
5486	Cadm1	chr9	47324091	47324865	Liver	Liver.hepatocyte
5487	Cald1	chr6	34664643	34664949	Liver	Liver.hepatocyte
5488	Cald1	chr6	34671476	34672280	Liver	Liver.hepatocyte
5489	Cald1	chr6	34677318	34677890	Liver	Liver.hepatocyte
5490	Cald1	chr6	34701629	34702153	Liver	Liver.hepatocyte
5491	Camk1d	chr2	5590045	5591149	Liver	Liver.hepatocyte
5492	Camk1d	chr2	5594798	5595400	Liver	Liver.hepatocyte
5493	Camk2n1	chr4	137982431	137983832	Liver	Liver.hepatocyte
5495	Camkk2	chr5	123247925	123248226	Liver	Liver.hepatocyte
5496	Camkk2	chr5	123248443	123251080	Liver	Liver.hepatocyte
5497	Camsap3	chr8	3608809	3610524	Liver	Liver.hepatocyte
5498	Cand1	chr10	118676087	118678376	Liver	Liver.hepatocyte
5499	Cand1	chr10	118698946	118700498	Liver	Liver.hepatocyte
5500	Car1	chr3	14750306	14751100	Liver	Liver.hepatocyte
5501	Car1	chr3	14755230	14756475	Liver	Liver.hepatocyte
5502	Car1	chr3	14756919	14757539	Liver	Liver.hepatocyte
5503	Car1	chr3	14781814	14782891	Liver	Liver.hepatocyte
5504	Car1	chr3	14783226	14784007	Liver	Liver.hepatocyte
5505	Car1	chr3	14819930	14820678	Liver	Liver.hepatocyte
5506	Car1	chr3	14828652	14829470	Liver	Liver.hepatocyte
5507	Car1	chr3	14832213	14833165	Liver	Liver.hepatocyte
5508	Car14	chr3	95705512	95706868	Liver	Liver.hepatocyte
5509	Car14	chr3	95709927	95711189	Liver	Liver.hepatocyte
5510	Car14	chr3	95754251	95755789	Liver	Liver.hepatocyte
5511	Car2	chr3	14872374	14873784	Liver	Liver.hepatocyte
5512	Car3	chr3	14819930	14820678	Liver	Liver.hepatocyte
5513	Car3	chr3	14828652	14829470	Liver	Liver.hepatocyte
5514	Car3	chr3	14832213	14833165	Liver	Liver.hepatocyte
5515	Car3	chr3	14872374	14873784	Liver	Liver.hepatocyte
5516	Car5a	chr8	124421659	124423700	Liver	Liver.hepatocyte
5517	Car5a	chr8	124456034	124457101	Liver	Liver.hepatocyte
5520	Carhsp1	chr16	8658320	8659858	Liver	Liver.hepatocyte
5521	Carhsp1	chr16	8686060	8688286	Liver	Liver.hepatocyte
